L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42
7,4,0,6,23,4,16,0,11,0,18,4,4,0,2,0,4,2,6,0,6,4,3,7,4,2,0,5,0,13,0,4,0,29,0,9,7,0,17,0,8,7
7,4,0,6,23,4,16,0,11,0,18,4,4,0,2,0,4,2,6,0,6,4,3,7,4,2,0,5,0,13,0,4,0,29,0,9,7,0,17,0,8,7
7,4,0,6,23,4,16,0,11,0,18,4,4,0,2,0,4,2,6,0,6,4,3,7,4,2,0,5,0,13,0,4,0,29,0,9,7,0,17,0,8,7
7,4,0,6,23,4,16,0,11,0,18,4,4,0,2,0,4,2,6,0,6,4,3,7,4,2,0,5,0,13,0,4,0,29,0,9,7,0,17,0,8,7
5,73,0,66,23,13,10,20,233,19,151,9,20,18,12,8,16,37,6,2,30,39,32,57,19,0,0,6,14,68,17,4,1,20,14,8,47,7,126,8,11,7
8,75,2,70,30,20,3,22,243,23,150,11,25,18,5,4,10,45,6,2,36,12,32,65,19,0,0,0,14,81,13,5,1,20,14,8,21,9,126,8,11,8
0,54,2,77,19,20,3,19,243,11,155,11,14,18,5,4,9,30,0,2,36,0,32,46,8,0,0,10,7,93,13,5,0,8,14,8,39,10,84,10,2,0
0,54,2,50,37,21,12,19,246,24,164,11,18,17,5,6,4,27,0,2,40,0,31,49,8,4,0,10,7,99,23,7,9,8,16,13,47,10,86,14,4,0
0,54,2,55,38,24,12,27,230,24,169,11,26,17,5,10,15,33,1,2,49,0,40,58,16,4,0,10,11,96,27,7,12,12,16,15,67,10,90,14,4,0
0,58,2,44,36,24,9,27,222,32,171,12,27,24,5,8,18,16,1,2,55,0,44,58,16,4,0,19,11,101,17,16,12,11,2,12,52,19,96,23,4,0
0,58,2,57,37,24,9,22,213,32,172,13,32,26,0,8,17,22,1,2,55,0,47,71,16,4,0,20,6,97,27,17,12,11,2,19,53,11,98,27,7,0
0,67,8,41,46,6,12,22,216,21,178,15,17,30,4,9,15,26,7,2,46,4,47,50,8,7,0,20,18,106,27,17,12,11,2,24,61,18,101,31,11,1
0,75,6,52,31,6,3,27,226,21,169,15,23,34,6,3,3,42,7,0,52,43,47,57,8,7,0,10,18,93,19,10,12,7,0,17,13,7,109,17,11,0
0,75,9,40,42,6,4,27,201,21,155,22,6,34,13,3,13,33,7,0,54,3,40,74,8,10,0,10,28,102,19,11,14,7,0,19,13,7,109,21,11,1
0,75,11,36,42,10,8,9,207,23,157,23,13,45,17,3,15,35,13,0,49,0,46,78,8,10,0,12,24,91,19,11,14,7,0,19,27,0,117,21,11,0
0,75,11,38,50,4,8,12,208,23,149,25,7,40,25,3,4,21,18,0,43,0,48,86,8,10,0,15,24,95,21,11,14,0,0,7,44,0,117,4,11,1
0,82,8,24,25,12,10,12,208,2,157,22,9,48,25,4,9,39,18,0,43,0,48,52,6,6,0,5,24,88,9,6,2,0,4,9,42,2,121,9,13,0
0,84,8,33,26,22,10,16,198,2,155,22,6,43,31,8,29,40,18,0,47,0,44,58,6,11,0,7,24,88,9,6,2,4,8,9,59,2,128,9,25,0
0,84,8,18,28,25,10,7,198,4,149,25,11,41,31,18,30,53,17,3,49,0,44,60,6,13,0,7,2,87,9,6,2,4,8,2,66,6,128,5,27,0
0,94,5,18,25,22,5,7,177,4,155,34,9,48,31,18,12,38,17,3,49,0,42,63,13,13,0,5,6,96,0,5,2,4,8,6,37,10,128,5,34,0
0,94,8,14,30,22,13,7,167,4,178,34,19,51,22,18,5,54,25,3,50,4,38,66,13,13,0,5,6,85,0,5,4,4,8,8,41,8,128,5,34,0
0,98,8,12,39,22,13,7,161,4,185,37,25,42,21,18,7,54,25,3,50,0,38,44,13,7,0,5,6,91,2,5,2,0,0,10,41,8,128,3,34,0
0,103,12,21,40,25,19,0,139,4,176,37,34,50,26,18,21,36,13,3,54,6,38,52,18,7,0,5,4,92,2,5,6,0,5,10,46,6,128,7,37,1
0,103,26,13,48,25,16,0,152,4,189,27,34,50,26,10,34,40,13,3,56,1,34,57,18,7,0,3,14,94,2,0,12,0,5,10,14,6,128,7,37,0
0,103,26,14,48,3,16,15,127,4,188,27,20,50,26,10,21,24,13,3,64,0,28,70,18,7,0,5,14,88,2,0,15,0,5,4,23,6,130,7,37,0
0,103,26,6,48,3,16,15,135,5,187,31,48,45,26,18,7,32,13,3,64,0,28,72,21,7,0,5,14,88,2,4,15,0,5,4,27,7,137,7,39,0
0,51,17,21,36,3,2,17,119,3,188,32,37,49,12,18,6,62,2,7,83,0,28,37,8,0,0,2,10,85,0,4,13,0,5,4,19,1,137,18,41,0
0,51,17,19,54,6,2,37,119,3,204,32,39,54,12,18,11,74,12,7,84,0,24,37,8,2,0,9,10,91,3,4,17,0,6,0,25,1,144,16,41,0
0,53,17,29,59,3,2,37,104,5,210,33,16,52,12,19,5,68,12,11,84,0,27,55,18,2,0,9,10,84,3,6,17,0,6,0,39,3,152,19,45,0
0,53,25,45,35,3,2,37,108,5,226,43,16,52,12,19,7,70,12,11,72,0,26,55,23,2,0,12,10,88,3,6,17,2,6,0,58,3,152,19,45,0
0,53,8,40,45,3,7,22,95,5,227,26,2,51,12,1,26,77,14,11,72,0,28,74,26,2,0,10,3,79,7,10,17,4,6,0,52,8,152,19,45,0
0,53,12,51,54,12,7,22,89,2,224,26,16,53,0,1,22,77,15,11,72,3,33,52,18,4,0,10,6,86,10,10,12,9,16,4,66,8,152,23,51,0
0,53,12,47,44,9,16,22,74,14,262,26,19,53,2,1,5,36,18,11,72,7,33,64,18,4,0,10,6,76,10,10,18,9,16,6,79,5,155,23,54,0
0,55,4,54,45,9,21,24,55,16,253,28,25,49,2,0,10,39,18,11,70,0,30,86,18,4,0,0,12,77,7,12,18,11,10,9,47,5,155,15,54,6
1,55,7,43,55,9,23,2,55,25,267,28,55,49,2,4,8,39,15,11,68,2,30,88,18,13,0,0,14,72,7,12,18,16,10,12,57,0,158,15,57,0
0,61,7,49,62,9,24,9,71,41,260,28,39,46,2,13,4,27,15,11,66,0,21,104,18,16,0,0,14,75,7,14,18,16,10,12,60,0,169,17,57,0
0,61,7,55,44,9,30,13,79,39,245,32,40,39,2,14,9,35,15,11,64,0,24,80,3,14,0,0,14,67,11,21,14,9,1,6,69,4,101,8,74,1
0,61,3,46,59,13,21,13,61,41,231,10,20,35,4,14,9,35,21,11,62,0,24,88,9,18,3,2,14,73,4,13,14,9,1,6,40,4,103,8,77,0
0,64,10,46,57,17,21,11,76,46,223,10,31,32,4,14,6,35,18,11,57,0,32,88,9,18,3,2,10,73,12,13,18,15,4,6,43,4,106,8,77,1
4,64,13,37,56,17,24,20,74,40,202,6,15,28,4,14,12,18,18,11,57,0,35,94,11,23,9,2,10,73,12,16,18,6,4,0,58,11,108,8,67,0
0,65,10,37,59,17,14,20,78,40,185,9,20,28,4,0,14,19,18,11,57,0,33,104,11,23,11,2,10,64,8,3,18,6,4,0,33,10,115,8,67,0
0,73,10,42,59,17,14,24,42,16,147,9,18,34,5,4,12,12,22,11,64,0,33,78,8,9,18,7,11,70,19,3,4,6,4,0,40,15,115,19,70,1
0,73,10,51,49,19,14,17,40,16,126,13,32,34,8,8,16,23,7,11,62,0,33,82,8,9,29,7,19,72,19,3,4,4,3,1,44,8,115,13,70,2
0,73,12,54,57,19,14,30,27,17,126,16,34,33,8,8,9,23,7,11,52,0,33,88,8,9,41,7,27,72,26,3,4,4,5,1,47,9,131,13,72,0
0,75,2,40,110,19,7,30,12,18,116,10,34,45,8,11,10,28,10,11,49,3,35,97,16,9,84,11,27,62,18,0,4,4,5,1,29,5,131,24,75,0
0,80,2,40,122,8,12,30,20,18,105,13,16,47,8,13,14,42,21,11,45,36,35,103,16,9,104,11,27,69,18,3,4,4,5,5,29,5,137,11,75,1
0,29,2,26,96,7,12,17,14,2,86,20,15,47,13,14,10,46,24,0,46,31,32,84,9,0,124,11,18,62,18,3,0,13,5,9,29,4,143,11,38,0
0,29,8,34,99,10,8,21,26,2,86,20,22,47,24,4,17,46,28,0,40,7,37,89,9,4,140,6,20,69,11,10,0,13,5,9,21,4,142,11,43,0
0,33,12,31,109,10,8,23,24,6,74,22,16,43,27,4,20,41,28,0,34,0,37,98,9,4,155,6,24,63,14,11,0,0,0,8,28,1,143,0,43,0
0,33,12,43,87,10,8,23,32,6,74,22,21,44,33,7,21,48,28,0,36,0,37,98,14,4,170,13,24,68,14,11,0,0,0,8,28,1,143,0,46,0
0,36,16,55,90,11,9,6,28,6,73,22,17,42,40,23,13,25,14,0,32,0,37,107,16,4,202,13,6,67,17,11,0,0,0,8,37,1,148,0,46,0
0,40,11,40,94,11,1,6,33,14,65,12,17,38,40,34,21,26,14,0,35,3,37,73,8,4,234,7,9,78,17,1,0,0,0,0,36,1,152,0,46,0
1,40,12,44,83,9,1,6,20,14,63,12,9,33,28,34,23,25,14,0,38,0,42,88,8,4,272,11,9,68,25,5,10,0,0,0,40,5,163,0,46,0
0,40,22,29,85,9,10,6,32,29,63,14,22,33,26,34,11,32,18,0,38,0,40,89,8,4,311,11,9,78,30,8,10,0,2,0,45,8,163,0,46,0
0,40,23,39,86,1,9,3,53,33,55,17,13,33,26,32,11,20,4,0,38,0,40,92,8,4,329,4,10,69,13,7,10,0,2,0,32,16,170,4,46,1
0,42,23,31,95,1,9,3,44,33,53,17,17,33,26,32,0,32,7,0,36,0,38,94,8,4,339,4,10,80,13,7,10,2,2,0,37,16,171,4,46,0
0,42,23,30,98,1,10,8,59,29,38,17,11,33,30,44,11,25,7,0,36,0,38,66,1,0,375,8,10,80,13,12,10,9,6,0,39,9,171,4,46,0
0,44,25,42,106,1,10,8,55,29,33,17,11,33,34,49,12,35,7,0,30,4,33,66,1,0,393,8,10,88,20,12,14,11,6,0,46,9,171,10,46,0
0,44,13,40,112,0,12,8,102,29,33,8,9,33,12,17,3,26,7,0,30,0,33,72,1,0,418,4,7,78,10,5,14,11,6,0,29,7,175,10,46,0
1,45,14,44,71,0,22,8,84,29,19,8,20,44,16,22,9,29,8,0,25,0,29,104,1,2,456,4,8,79,10,5,14,11,6,4,36,7,183,10,46,0
44,47,22,24,73,0,22,8,98,29,19,8,32,44,16,22,15,32,10,0,31,0,29,117,1,2,476,4,8,80,10,5,14,2,2,4,55,11,191,6,50,0
0,47,11,28,78,0,24,12,97,13,16,8,31,55,19,9,12,9,15,0,34,8,29,84,1,6,483,0,8,86,3,3,4,2,2,4,35,11,199,24,50,0
0,57,11,41,69,0,24,4,101,13,15,8,36,58,23,9,8,13,12,0,42,0,27,84,1,8,486,0,11,86,3,8,4,2,2,4,41,5,199,24,50,0
0,60,20,41,60,6,27,14,82,17,15,9,21,59,14,9,11,20,12,0,42,7,29,86,3,8,486,0,11,88,3,39,4,0,0,0,48,9,199,29,50,5
0,60,25,46,67,6,27,18,84,21,15,9,21,58,14,9,23,30,12,0,42,3,32,101,3,8,486,8,17,83,3,47,4,0,4,0,53,4,199,31,51,0
0,60,14,32,73,6,5,20,89,26,12,4,7,58,25,5,21,49,14,0,43,0,37,118,3,12,486,8,17,94,0,47,7,0,4,0,18,16,210,31,51,0
0,31,14,32,47,6,8,22,40,19,12,4,13,58,25,5,7,49,2,0,47,0,28,85,2,10,489,8,16,86,0,47,4,2,4,0,20,15,122,13,13,0
0,33,17,24,49,9,13,29,36,21,12,4,14,58,34,5,6,33,2,0,47,0,25,87,2,10,489,10,17,104,4,47,10,2,7,8,27,15,133,15,22,0
0,42,3,37,56,16,17,29,13,26,3,4,17,58,25,15,14,38,2,0,45,0,25,87,7,12,489,2,17,94,4,39,12,4,7,8,28,10,134,19,22,0
0,42,7,42,50,16,17,33,27,32,0,4,6,58,25,25,27,34,2,0,41,0,25,93,7,15,489,2,17,94,45,39,12,4,3,10,28,12,134,6,26,0
0,42,7,49,56,16,17,17,15,34,0,8,22,59,34,28,23,38,6,0,41,0,22,113,7,15,489,7,1,100,47,39,12,4,8,10,34,11,145,6,26,0
0,42,7,49,73,16,17,17,29,17,0,8,22,50,34,28,17,14,6,0,46,0,17,86,9,8,499,12,1,100,47,39,9,4,15,10,37,11,146,6,26,0
0,47,4,38,58,14,0,17,14,20,0,4,33,47,36,23,14,19,9,0,36,0,22,89,9,8,506,10,11,92,46,0,9,6,12,4,24,4,148,2,26,0
0,51,8,45,63,15,4,18,14,20,0,4,33,40,36,27,21,26,9,0,33,0,25,102,9,8,508,13,11,105,46,0,9,9,12,18,31,4,151,2,26,0
0,53,8,43,71,18,8,1,5,22,0,7,20,47,16,27,42,22,9,0,33,0,25,125,11,8,508,13,10,134,49,0,12,13,12,18,35,0,153,2,26,0
0,53,4,55,85,21,8,1,16,29,0,7,26,36,16,4,33,25,11,0,39,0,25,130,11,8,508,3,12,134,45,2,12,13,0,18,29,0,153,2,26,0
0,58,13,44,77,11,12,1,20,16,0,7,21,30,16,4,16,41,16,0,40,0,28,111,12,3,508,3,16,128,48,2,3,15,0,18,39,0,158,2,26,0
0,58,13,37,84,15,30,13,11,19,0,7,22,24,16,6,20,45,16,0,42,0,25,120,12,3,514,3,16,137,48,2,3,15,0,18,39,0,158,2,26,0
0,62,13,47,85,15,37,12,15,19,0,11,18,24,18,6,20,52,13,0,36,0,28,129,12,3,514,3,8,125,48,2,20,2,0,17,48,3,160,0,35,0
0,62,18,36,74,20,29,12,9,26,0,7,25,24,4,2,13,67,13,0,36,0,28,141,12,12,514,0,12,125,6,0,20,2,1,17,35,3,162,5,35,0
0,62,19,36,79,9,33,12,14,26,0,11,21,24,4,2,5,39,13,0,36,0,32,157,12,12,514,0,14,117,9,0,22,5,2,20,49,4,172,5,35,0
0,62,19,31,81,11,33,12,13,12,0,19,21,24,4,2,4,48,18,0,36,0,41,130,6,9,514,8,14,122,9,0,19,3,4,14,50,4,173,5,35,0
0,62,10,36,66,11,8,0,18,16,0,19,7,28,4,0,13,18,15,0,36,0,41,137,6,9,514,12,8,109,3,0,19,5,4,14,24,10,174,5,35,0
0,93,12,26,71,14,9,10,11,16,0,26,7,36,4,3,16,29,20,0,34,0,36,150,10,9,514,12,8,123,3,5,19,5,6,14,30,10,177,9,35,0
0,97,13,26,77,13,9,10,14,16,0,26,9,36,2,3,16,29,20,0,34,0,36,163,10,9,514,12,8,117,3,8,19,2,5,10,37,9,183,4,35,0
0,93,15,31,83,5,9,10,7,16,0,27,6,45,2,3,25,29,20,0,34,0,41,164,14,9,514,12,8,122,3,10,19,2,5,10,39,21,198,4,35,0
0,62,5,15,70,8,9,15,9,4,0,20,6,38,2,11,29,33,10,0,38,0,43,128,8,0,514,0,0,113,3,10,9,2,8,10,20,19,198,8,23,0
0,62,9,22,77,8,9,15,18,4,0,24,7,38,2,11,22,25,24,0,45,0,48,129,10,0,514,0,0,117,9,10,9,0,3,0,27,26,200,4,23,0
0,62,46,12,79,8,9,16,25,4,0,24,10,38,2,11,18,35,24,0,45,0,48,130,10,2,514,0,0,110,14,10,9,3,7,2,32,20,200,4,23,0
0,68,41,19,58,5,4,16,35,4,0,26,14,32,6,8,19,25,24,0,49,0,45,143,10,4,514,0,0,116,14,4,9,3,7,2,24,20,200,4,23,0
0,72,48,18,65,14,14,8,31,6,0,26,14,32,4,8,29,25,26,0,49,0,45,146,10,4,514,0,0,113,14,4,9,3,4,6,35,6,204,2,23,0
0,77,48,24,85,22,19,11,38,2,0,26,9,35,4,9,28,12,33,0,47,0,47,120,5,8,514,0,0,113,14,4,0,3,13,6,43,6,206,2,23,0
0,77,51,30,76,22,21,13,24,2,0,26,10,49,4,9,17,19,33,0,50,0,51,120,5,24,514,0,18,78,14,4,3,3,14,13,57,8,206,2,23,0
0,79,11,17,79,19,25,14,33,2,0,6,15,49,8,1,16,15,33,0,52,0,55,126,9,29,514,0,18,82,0,0,3,0,10,14,55,10,206,16,23,0
0,79,14,19,85,19,32,10,14,2,0,6,23,49,8,8,9,19,19,0,44,0,53,127,13,29,514,0,18,83,0,0,3,0,10,19,64,13,206,18,23,0
0,79,14,3,97,19,32,10,15,11,0,10,28,49,6,8,14,13,19,0,41,0,43,129,13,29,514,4,18,91,5,0,5,3,10,19,69,13,209,18,23,0
0,79,4,11,72,19,15,20,24,9,0,20,27,47,6,18,18,17,19,0,37,0,44,95,13,25,514,7,18,104,5,0,10,3,0,8,30,6,89,16,28,0
0,88,4,10,77,0,18,21,25,9,0,20,21,43,8,18,22,29,19,0,30,0,51,108,14,25,514,11,18,115,8,0,21,3,0,13,49,12,94,16,28,0
0,125,4,17,83,7,18,13,28,12,0,20,30,47,11,18,18,35,0,0,30,0,49,120,17,27,514,11,3,108,8,0,21,3,0,21,58,12,105,16,32,0
0,128,4,28,71,7,24,13,10,13,0,23,34,42,17,18,15,40,1,0,30,0,51,128,17,29,514,15,3,110,8,1,25,0,3,13,61,16,105,8,32,0
0,134,1,26,74,9,14,13,12,13,0,17,23,42,17,7,9,31,1,0,44,0,51,132,17,34,514,8,8,103,10,1,25,3,12,15,34,7,108,10,32,0
0,134,1,27,74,9,14,13,24,4,0,18,27,38,15,7,10,34,1,0,44,0,51,95,7,27,514,8,8,107,10,1,20,10,12,15,39,7,108,10,32,0
0,134,1,30,58,12,14,0,32,7,0,18,10,35,18,10,7,18,1,0,47,0,52,95,7,27,514,8,14,99,10,1,32,16,12,11,51,0,108,10,32,0
0,134,1,38,54,12,22,9,12,7,0,18,22,35,18,3,1,22,1,0,41,0,53,102,7,27,514,4,20,105,7,3,32,18,15,11,26,11,108,10,32,0
0,134,1,37,62,14,27,12,21,11,0,20,26,33,18,3,3,20,1,0,39,0,50,105,17,27,514,4,20,93,7,3,42,18,15,11,31,11,108,10,32,0
0,134,1,38,81,15,27,12,19,12,0,20,28,33,20,6,7,39,2,0,39,0,54,105,22,32,514,6,20,97,7,3,42,12,3,10,41,11,108,0,32,0
0,72,1,38,58,6,27,12,24,8,0,21,24,44,9,10,12,25,8,0,45,0,59,72,18,21,514,6,19,98,7,3,26,12,3,10,46,0,109,0,18,0
0,75,0,24,63,6,7,12,18,10,0,4,31,49,9,7,11,29,13,0,47,0,56,72,18,21,514,2,21,108,0,3,28,12,3,13,30,0,115,0,20,0
