id,num,inin,outout,stay,average,fromfrom,toto,allall,comm,num67,stay67,num643,stay643,num1649,stay1649,num1666,stay1666,num1743,stay1743,num1767,stay1767,num2354,stay2354,num2659,stay2659,num2715,stay2715,num2866,stay2866,num3233,stay3233,num3468,stay3468,num3890,stay3890,num4237,stay4237,num4356,stay4356,num4378,stay4378,num4524,stay4524,num4711,stay4711,num4887,stay4887,num5057,stay5057,num6037,stay6037,num6399,stay6399,num6737,stay6737,num6944,stay6944,num7379,stay7379,num7384,stay7384,num7622,stay7622,num7688,stay7688,num7837,stay7837,num7848,stay7848,num7987,stay7987,num7989,stay7989,num8177,stay8177,num8280,stay8280,num8388,stay8388,num8586,stay8586,num8644,stay8644,num8748,stay8748,num8763,stay8763,num8781,stay8781,num9281,stay9281,num9977,stay9977,way,wayPercent
2672,15,32267,80140,47873,2104.333333,469,364,833,228,0,0,0,0,0,0,1,2930,1,2922,3,1266,0,0,0,0,2,337,0,0,2,1028,1,626,1,436,0,0,0,0,1,374,2,238,4,650,0,0,0,0,2,1961,1,1002,0,0,1,3677,0,0,0,0,0,0,0,0,0,0,4,13291,0,0,0,0,0,0,0,0,0,0,0,0,2,818,0,0,0,0,0,0,0,0,0,0,16308,0.340651307
2679,15,31389,72777,41388,1631,515,658,1173,147,0,0,0,0,0,0,2,7322,0,0,1,277,0,0,1,355,0,0,1,561,2,3222,0,0,0,0,0,0,0,0,1,743,1,133,2,428,0,0,0,0,0,0,1,528,1,490,0,0,0,0,0,0,0,0,1,339,0,0,1,3730,0,0,0,0,0,0,0,0,0,0,1,503,1,249,0,0,2,5576,0,0,0,0,0,0,16923,0.408886634
2706,9,32387,81739,49352,1843.111111,0,0,0,0,1,56,0,0,0,0,0,0,0,0,1,414,0,0,0,0,0,0,0,0,2,3525,0,0,1,233,0,0,0,0,0,0,0,0,2,438,0,0,0,0,0,0,0,0,0,0,2,6948,0,0,0,0,1,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470,2,565,0,0,0,0,0,0,0,0,0,0,32764,0.663883936
3499,11,31879,81833,49954,1719,457,162,619,61,0,0,0,0,0,0,0,0,1,3795,0,0,0,0,0,0,2,755,0,0,0,0,0,0,0,0,1,1571,0,0,1,387,3,365,1,189,0,0,0,0,0,0,1,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9748,1,294,0,0,0,0,2,665,0,0,0,0,0,0,1,202,0,0,0,0,0,0,0,0,31045,0.621471754
4343,7,31862,48048,16186,775.5714286,0,2,2,1,1,49,0,0,1,246,0,0,0,0,0,0,0,0,0,0,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3453,0,0,0,0,0,0,0,0,0,0,0,0,2,756,0,0,0,0,0,0,1,356,1,333,0,0,0,0,0,0,0,0,0,0,0,0,10757,0.66458668
4828,16,30005,81976,51971,1838.4375,219,247,466,190,0,0,0,0,0,0,0,0,2,4153,0,0,0,0,0,0,3,600,1,408,0,0,1,794,2,364,0,0,0,0,1,405,1,96,7,1652,2,828,0,0,0,0,1,446,1,784,3,4835,0,0,0,0,1,4333,0,0,0,0,2,7099,0,0,0,0,0,0,0,0,0,0,0,0,2,757,0,0,1,1852,0,0,0,0,0,0,22556,0.434011276
6110,19,31615,80066,48451,1454.789474,254,212,466,46,0,0,0,0,0,0,3,5424,0,0,0,0,1,370,2,682,2,361,2,750,1,1628,1,840,3,608,0,0,1,624,1,357,1,88,1,246,1,406,0,0,0,0,1,861,1,1860,1,3705,0,0,0,0,0,0,0,0,1,433,2,7064,0,0,0,0,0,0,0,0,0,0,0,0,4,1325,0,0,0,0,0,0,0,0,0,0,20810,0.429506099
6162,11,29356,81669,52313,1647.818182,33,12,45,5,1,49,0,0,0,0,1,3754,3,6287,0,0,1,236,1,416,1,223,0,0,0,0,0,0,0,0,0,0,0,0,2,725,2,230,0,0,0,0,0,0,0,0,0,0,1,1014,1,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1623,0,0,34187,0.653508688
6286,11,29090,80593,51503,1593.636364,16,17,33,3,0,0,0,0,0,0,0,0,1,410,0,0,0,0,0,0,2,516,1,626,0,0,0,0,1,195,0,0,0,0,0,0,0,0,1,321,0,0,0,0,1,971,0,0,0,0,2,4383,0,0,0,0,1,4180,0,0,0,0,1,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2228,1,41,33973,0.659631478
6534,19,31615,80067,48452,1455.421053,702,717,1419,138,0,0,0,0,0,0,3,5428,0,0,0,0,1,370,2,685,2,360,2,752,1,1628,1,841,3,607,0,0,1,622,1,357,1,89,1,246,1,407,0,0,0,0,1,863,1,1861,1,3707,0,0,0,0,0,0,0,0,1,433,2,7067,0,0,0,0,0,0,0,0,0,0,0,0,4,1321,0,0,0,0,0,0,0,0,0,0,20799,0.429270206
6936,13,29118,81843,52725,2121.461538,748,689,1437,179,0,0,0,0,0,0,1,3529,3,7762,0,0,0,0,1,501,0,0,0,0,2,2973,2,1648,0,0,0,0,0,0,0,0,1,83,1,200,0,0,0,0,1,532,1,149,0,0,1,3717,0,0,0,0,0,0,0,0,0,0,2,3989,0,0,0,0,0,0,0,0,0,0,0,0,1,273,0,0,1,2214,0,0,0,0,0,0,25146,0.476927454
7339,18,29430,72733,43303,1563.777778,313,376,689,245,2,76,0,0,1,250,2,6659,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,1,1647,0,0,2,705,1,115,2,329,3,1154,0,0,1,605,0,0,0,0,2,4899,0,0,1,371,0,0,0,0,0,0,2,6781,0,0,0,0,1,435,0,0,1,251,0,0,1,306,0,0,1,3120,0,0,0,0,0,0,15155,0.349975752
7613,15,30856,80746,49890,1614.8,263,135,398,53,0,0,0,0,0,0,3,10849,0,0,0,0,0,0,1,621,1,173,1,535,1,958,1,802,2,392,0,0,0,0,0,0,0,0,1,257,1,365,0,0,0,0,0,0,1,2293,1,3844,0,0,1,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,0,0,0,0,0,0,1,1869,1,73,25668,0.514491882
7639,14,30947,81655,50708,2521.928571,82,89,171,11,0,0,1,1557,0,0,0,0,2,4053,0,0,0,0,0,0,0,0,0,0,2,2907,0,0,3,600,1,1844,0,0,1,366,1,121,1,262,0,0,0,0,1,2286,0,0,2,3372,6,16537,0,0,0,0,0,0,0,0,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,981,0,0,0,0,0,0,0,0,1,103,15401,0.303719334
8129,23,31497,80622,49125,1302.304348,505,584,1089,70,0,0,0,0,0,0,0,0,2,6040,1,428,0,0,0,0,3,655,0,0,2,4258,0,0,3,552,0,0,0,0,0,0,1,127,1,152,1,318,0,0,1,592,1,752,1,949,0,0,0,0,0,0,1,3263,0,0,0,0,1,3295,0,0,2,699,2,1011,1,301,1,288,1,315,2,719,3,644,1,1951,1,251,1,2384,0,0,19172,0.39026972
8385,18,29338,80177,50839,1671.444444,322,239,561,177,0,0,1,2276,1,349,0,0,3,9686,0,0,0,0,1,293,3,528,1,536,1,1667,2,1641,2,498,0,0,0,0,0,0,3,325,3,634,0,0,1,1973,0,0,0,0,0,0,1,3841,0,0,0,0,0,0,0,0,1,440,2,3812,0,0,0,0,0,0,0,0,0,0,0,0,3,1138,2,394,0,0,0,0,0,0,1,46,20753,0.408210232
8672,12,31354,73783,42429,2156.833333,63,78,141,11,1,42,0,0,0,0,1,3071,4,11404,0,0,0,0,0,0,0,0,0,0,0,0,1,461,2,453,0,0,0,0,1,421,1,106,5,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4527,0,0,1,324,1,3691,0,0,0,0,0,0,0,0,0,0,0,0,1,265,0,0,0,0,0,0,0,0,0,0,16547,0.389992694
8764,11,29667,78071,48404,2641.909091,795,969,1764,142,0,0,1,1981,0,0,0,0,0,0,0,0,1,235,0,0,1,233,0,0,0,0,1,443,1,337,0,0,0,0,2,643,0,0,0,0,0,0,0,0,0,0,1,482,0,0,3,10805,0,0,0,0,1,4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6241,0,0,2,3432,0,0,19343,0.399615734
9103,9,32276,72463,40187,2001,319,296,615,204,0,0,0,0,0,0,1,3644,2,3663,0,0,0,0,0,0,0,0,1,714,0,0,0,0,0,0,0,0,0,0,0,0,1,73,2,360,0,0,0,0,0,0,1,1079,0,0,2,4476,0,0,0,0,0,0,0,0,0,0,1,3694,0,0,0,0,0,0,0,0,0,0,0,0,1,297,0,0,0,0,0,0,0,0,0,0,22178,0.551870008
9591,16,32932,84924,51992,1925.5625,341,374,715,35,0,0,0,0,1,267,2,7192,0,0,1,535,0,0,1,646,0,0,1,747,1,817,0,0,1,443,0,0,0,0,1,633,0,0,0,0,0,0,0,0,0,0,1,807,1,2004,1,3899,1,1007,0,0,1,3730,1,614,0,0,0,0,0,0,0,0,0,0,0,0,3,1752,0,0,0,0,0,0,2,5707,0,0,0,0,0,0,21183,0.407428066
9924,12,29885,73765,43880,1271.166667,70,56,126,4,0,0,0,0,0,0,0,0,3,6524,0,0,0,0,0,0,1,284,0,0,1,281,1,590,0,0,1,1979,1,587,0,0,2,208,0,0,0,0,0,0,0,0,1,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2716,1,241,0,0,1,565,0,0,0,0,0,0,2,792,0,0,0,0,0,0,0,0,0,0,28626,0.6523701
10371,11,29085,72623,43538,1937.909091,43,39,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,835,0,0,3,574,0,0,0,0,0,0,1,129,0,0,0,0,0,0,1,1237,1,102,0,0,0,0,0,0,0,0,1,5015,0,0,0,0,1,3660,0,0,0,0,1,460,0,0,0,0,1,200,0,0,0,0,3,8830,1,266,0,0,0,0,22221,0.510381735
11053,15,29904,80773,50869,1848.933333,0,0,0,0,0,0,0,0,0,0,0,0,2,7488,0,0,0,0,0,0,1,442,0,0,0,0,0,0,0,0,1,1131,0,0,0,0,1,107,2,432,0,0,1,1063,1,1170,0,0,0,0,0,0,0,0,0,0,1,4286,0,0,0,0,2,6534,0,0,0,0,0,0,0,0,1,284,0,0,1,353,1,163,1,2895,0,0,1,1331,1,46,23135,0.454795652
11269,13,29599,80076,50477,1007,20,13,33,3,0,0,0,0,1,344,0,0,0,0,0,0,0,0,0,0,2,356,0,0,1,1872,0,0,0,0,1,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318,0,0,1,3737,1,595,0,0,0,0,1,297,0,0,0,0,2,638,0,0,1,692,0,0,0,0,1,344,0,0,1,201,0,0,0,0,1,1396,0,0,37386,0.740654159
11297,12,31420,81457,50037,2876.083333,52,61,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,992,2,818,0,0,0,0,3,861,0,0,0,0,0,0,3,353,3,685,0,0,0,0,3,3671,1,645,2,3002,3,8611,0,0,0,0,0,0,0,0,2,757,4,13158,0,0,0,0,0,0,0,0,0,0,0,0,3,951,0,0,0,0,0,0,0,0,0,0,15524,0.310250415
11311,6,28986,81517,52531,942,6,2,8,2,0,0,0,0,0,0,2,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,583,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,1,391,0,0,0,0,0,0,0,0,0,0,1,339,0,0,0,0,1,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46879,0.892406389
11400,15,30976,77305,46329,1252.933333,0,0,0,0,0,0,0,0,0,0,1,3773,0,0,1,450,1,441,0,0,0,0,0,0,1,484,0,0,0,0,2,3784,0,0,1,404,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,635,0,0,2,849,0,0,1,3663,0,0,2,689,0,0,0,0,0,0,1,263,0,0,0,0,1,2797,1,350,0,0,1,100,27535,0.594336161
13052,22,29042,73267,44225,1239.681818,258,379,637,225,2,84,0,0,0,0,1,3177,0,0,0,0,0,0,0,0,2,525,1,334,1,1809,1,826,2,518,1,1888,0,0,2,595,2,219,0,0,2,707,0,0,0,0,0,0,1,342,3,7169,0,0,0,0,0,0,0,0,0,0,1,3715,1,420,0,0,2,786,1,278,0,0,1,329,1,266,2,403,1,2086,0,0,1,788,0,0,16952,0.383312606
13354,13,30973,74550,43577,1755.615385,13,8,21,3,1,37,0,0,1,424,1,3671,1,3788,0,0,0,0,0,0,1,235,0,0,1,1861,0,0,0,0,1,1340,2,1059,0,0,2,228,1,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4399,0,0,0,0,1,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3216,0,0,0,0,0,0,20754,0.476260413
13357,13,33893,83805,49912,1961.615385,319,259,578,31,0,0,0,0,0,0,2,4323,1,3440,0,0,0,0,0,0,0,0,0,0,1,1289,0,0,1,487,2,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,0,0,0,0,1,646,0,0,1,3149,0,0,0,0,0,0,0,0,1,379,0,0,1,571,2,1047,0,0,1,543,0,0,3,8225,0,0,0,0,0,0,24411,0.489080782
13876,12,34787,83897,49110,1803.083333,328,357,685,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,537,0,0,0,0,0,0,1,441,0,0,0,0,0,0,0,0,1,124,2,673,1,617,0,0,1,2102,1,61,0,0,4,10698,0,0,0,0,1,4350,0,0,0,0,0,0,0,0,1,422,0,0,0,0,0,0,0,0,3,1326,0,0,0,0,1,277,0,0,0,0,27473,0.559417634
13920,8,31879,81581,49702,3703.375,390,158,548,61,0,0,0,0,0,0,0,0,6,20207,0,0,1,386,0,0,0,0,0,0,0,0,0,0,0,0,1,2232,0,0,0,0,1,127,0,0,0,0,0,0,0,0,1,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248,0,0,1,3373,0,0,1,2061,0,0,20075,0.403907287
14215,12,32347,72992,40645,1443.416667,1111,805,1916,81,0,0,0,0,1,377,0,0,2,7171,0,0,0,0,0,0,0,0,0,0,2,4033,1,678,1,393,2,1703,0,0,0,0,1,121,0,0,0,0,0,0,0,0,0,0,1,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,332,0,0,0,0,0,0,0,0,1,330,2,404,0,0,0,0,0,0,1,82,23324,0.573846722
14290,15,29808,80585,50777,2457.133333,103,100,203,10,0,0,0,0,0,0,1,2941,5,13048,1,524,1,363,0,0,2,405,1,488,2,2531,0,0,3,643,0,0,0,0,0,0,0,0,2,370,0,0,0,0,0,0,1,505,1,1295,1,3552,0,0,0,0,0,0,0,0,0,0,2,6800,0,0,0,0,0,0,0,0,0,0,0,0,1,339,0,0,1,3044,0,0,0,0,0,0,13920,0.274139866
14754,7,34643,55085,20442,2138.571429,0,0,0,0,0,0,0,0,0,0,1,2443,0,0,1,466,0,0,0,0,0,0,0,0,0,0,0,0,3,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,2,7362,0,0,0,0,0,0,0,0,1,497,1,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5472,0.26768418
14835,19,29118,81657,52539,1813.947368,591,642,1233,151,0,0,0,0,0,0,0,0,1,3740,1,114,0,0,0,0,0,0,1,419,2,3304,0,0,0,0,0,0,1,526,1,400,1,100,3,683,0,0,0,0,0,0,1,132,0,0,4,11901,1,451,0,0,1,4637,0,0,1,276,1,1420,0,0,1,318,0,0,1,275,1,399,0,0,1,291,0,0,2,5070,0,0,0,0,0,0,18074,0.344011116
15466,16,29805,76396,46591,1549.25,1144,1037,2181,284,0,0,2,4099,0,0,2,3985,1,3696,0,0,1,346,1,452,4,783,1,465,0,0,0,0,1,164,0,0,0,0,1,411,3,344,2,589,0,0,0,0,0,0,1,496,1,370,1,3669,0,0,0,0,0,0,0,0,0,0,1,3675,0,0,0,0,0,0,0,0,0,0,0,0,3,1235,0,0,0,0,0,0,0,0,0,0,21803,0.467965916
15712,11,30911,80009,49098,1823.636364,9,3,12,2,0,0,0,0,0,0,2,6365,2,4452,0,0,0,0,0,0,0,0,1,651,0,0,1,523,0,0,1,2211,0,0,1,315,0,0,1,246,1,281,0,0,0,0,1,618,0,0,0,0,0,0,0,0,1,4020,0,0,0,0,0,0,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29038,0.591429386
15715,10,32280,72609,40329,1446,7,1,8,2,0,0,1,1532,0,0,0,0,0,0,0,0,0,0,0,0,1,217,0,0,0,0,0,0,2,359,1,1067,0,0,0,0,3,347,0,0,0,0,0,0,0,0,1,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6766,0,0,0,0,0,0,0,0,1,314,0,0,0,0,0,0,1,2371,1,309,0,0,0,0,25869,0.641449081
15746,13,33634,83750,50116,2082.923077,427,428,855,43,0,0,0,0,0,0,0,0,2,7587,1,702,1,552,0,0,1,370,0,0,2,2759,0,0,1,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241,0,0,0,0,0,0,0,0,1,5345,0,0,0,0,1,3254,0,0,0,0,0,0,1,609,0,0,0,0,1,572,0,0,2,3985,2,691,0,0,0,0,23038,0.459693511
16732,8,30642,79861,49219,2785.25,10,15,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,463,0,0,0,0,2,839,1,379,0,0,2,7574,0,0,0,0,1,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,728,1,389,0,0,3,8637,0,0,0,0,0,0,26937,0.547288649
17425,15,30016,77203,47187,978.4,69,79,148,5,0,0,0,0,0,0,0,0,0,0,1,502,0,0,1,351,1,196,0,0,2,1184,1,443,0,0,1,1764,0,0,0,0,1,118,1,157,0,0,0,0,0,0,0,0,0,0,2,7471,1,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,585,0,0,1,311,0,0,2,821,1,201,0,0,0,0,0,0,1,49,32511,0.688982135
17612,15,32267,80141,47874,2105.066667,158,202,360,132,0,0,0,0,0,0,1,2930,1,2921,3,1268,0,0,0,0,2,337,0,0,2,1029,1,628,1,437,0,0,0,0,1,374,2,238,4,651,0,0,0,0,2,1961,1,1005,0,0,1,3679,0,0,0,0,0,0,0,0,0,0,4,13291,0,0,0,0,0,0,0,0,0,0,0,0,2,818,0,0,0,0,0,0,0,0,0,0,16298,0.340435309
17688,17,29605,76421,46816,1286.294118,792,892,1684,216,0,0,1,1735,0,0,0,0,2,4569,2,954,0,0,0,0,3,827,1,495,2,1876,1,757,2,507,1,1908,0,0,0,0,0,0,0,0,0,0,0,0,1,1311,1,380,1,497,0,0,0,0,0,0,0,0,0,0,0,0,2,4434,1,366,1,427,0,0,0,0,2,474,0,0,1,341,0,0,0,0,0,0,0,0,0,0,24949,0.532916097
17914,11,31364,73080,41716,3132.090909,62,60,122,9,0,0,0,0,0,0,2,6050,4,14588,2,1055,0,0,0,0,5,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,6,1394,1,260,1,1328,1,1217,1,521,0,0,2,7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7263,0.174105859
18121,16,30015,81573,51558,2025.9375,154,181,335,82,0,0,0,0,1,334,3,4852,4,9191,0,0,0,0,0,0,2,475,2,888,1,279,1,798,0,0,0,0,1,520,1,264,1,123,2,376,0,0,0,0,0,0,1,452,1,2224,2,3630,0,0,0,0,1,4313,0,0,0,0,1,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19143,0.371290585
18521,12,31530,76615,45085,1909.833333,18,11,29,3,1,48,0,0,0,0,2,7359,0,0,0,0,0,0,0,0,0,0,1,647,0,0,0,0,1,229,1,528,0,0,0,0,2,254,0,0,1,289,0,0,0,0,0,0,0,0,1,3797,0,0,0,0,0,0,0,0,0,0,1,3013,0,0,0,0,0,0,0,0,0,0,0,0,2,853,0,0,1,2703,0,0,2,3189,0,0,22167,0.491671288
18745,11,31707,78513,46806,1533.454545,0,0,0,0,1,100,0,0,1,432,1,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,842,1,4624,0,0,1,340,1,956,0,0,0,0,0,0,0,0,1,352,0,0,1,293,0,0,1,3585,0,0,0,0,0,0,29938,0.639618852
19103,17,31508,74052,42544,1082.235294,0,0,0,0,1,43,1,1749,0,0,1,3786,0,0,0,0,1,442,0,0,0,0,1,460,1,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,429,0,0,0,0,0,0,1,945,0,0,1,644,1,463,0,0,0,0,1,367,0,0,0,0,1,245,1,478,1,261,0,0,3,854,2,625,0,0,2,5865,0,0,0,0,0,0,24146,0.567553592
19162,14,31509,82120,50611,1192.857143,12,17,29,3,1,42,0,0,0,0,2,6963,0,0,1,652,0,0,0,0,0,0,0,0,0,0,0,0,1,221,1,1981,0,0,0,0,1,85,0,0,1,480,0,0,2,1013,0,0,1,375,1,3680,1,369,0,0,0,0,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226,0,0,1,331,0,0,0,0,33911,0.670032206
19509,12,30472,73295,42823,1797.666667,16,10,26,3,1,41,0,0,1,275,1,71,2,7348,0,0,0,0,0,0,1,300,0,0,0,0,1,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4527,1,402,0,0,0,0,2,707,1,314,0,0,0,0,0,0,0,0,2,681,0,0,2,6187,0,0,0,0,0,0,21251,0.496252014
20133,14,31792,77417,45625,1646.142857,1104,1216,2320,299,0,0,0,0,0,0,3,11193,1,3683,0,0,0,0,1,822,0,0,0,0,0,0,0,0,1,253,0,0,0,0,0,0,2,252,2,582,0,0,0,0,1,1428,1,862,1,533,1,1198,0,0,0,0,0,0,1,431,1,375,0,0,0,0,0,0,0,0,0,0,0,0,3,994,1,431,0,0,0,0,0,0,0,0,0,0,22579,0.494882192
