id,num,in,out,stay,average,from,to,all,comm,num67,stay67,num643,stay643,num1649,stay1649,num1666,stay1666,num1743,stay1743,num1767,stay1767,num2354,stay2354,num2659,stay2659,num2715,stay2715,num2866,stay2866,num3233,stay3233,num3468,stay3468,num3890,stay3890,num4237,stay4237,num4356,stay4356,num4378,stay4378,num4524,stay4524,num4711,stay4711,num4887,stay4887,num5057,stay5057,num6037,stay6037,num6399,stay6399,num6737,stay6737,num6944,stay6944,num7379,stay7379,num7384,stay7384,num7622,stay7622,num7688,stay7688,num7837,stay7837,num7848,stay7848,num7987,stay7987,num7989,stay7989,num8177,stay8177,num8280,stay8280,num8388,stay8388,num8586,stay8586,num8644,stay8644,num8748,stay8748,num8763,stay8763,num8781,stay8781,num9281,stay9281,num9977,stay9977,way,wayPercent
2679,15.0,31389.0,72777.0,41388.0,1631.0,515.0,658.0,1173.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7322.0,0.0,0.0,1.0,277.0,0.0,0.0,1.0,355.0,0.0,0.0,1.0,561.0,2.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,743.0,1.0,133.0,2.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,1.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,339.0,0.0,0.0,1.0,3730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503.0,1.0,249.0,0.0,0.0,2.0,5576.0,0.0,0.0,0.0,0.0,0.0,0.0,16923.0,0.408886633807
2706,9.0,32387.0,81739.0,49352.0,1843.11111111,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3525.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6948.0,0.0,0.0,0.0,0.0,1.0,3930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,470.0,2.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32764.0,0.663883935808
3499,11.0,31879.0,81833.0,49954.0,1719.0,457.0,162.0,619.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3795.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1571.0,0.0,0.0,1.0,387.0,3.0,365.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9748.0,1.0,294.0,0.0,0.0,0.0,0.0,2.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31045.0,0.621471754014
4343,7.0,31862.0,48048.0,16186.0,775.571428571,0.0,2.0,2.0,1.0,1.0,49.0,0.0,0.0,1.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356.0,1.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10757.0,0.664586679847
4828,16.0,30005.0,81976.0,51971.0,1838.4375,219.0,247.0,466.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,600.0,1.0,408.0,0.0,0.0,1.0,794.0,2.0,364.0,0.0,0.0,0.0,0.0,1.0,405.0,1.0,96.0,7.0,1652.0,2.0,828.0,0.0,0.0,0.0,0.0,1.0,446.0,1.0,784.0,3.0,4835.0,0.0,0.0,0.0,0.0,1.0,4333.0,0.0,0.0,0.0,0.0,2.0,7099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,757.0,0.0,0.0,1.0,1852.0,0.0,0.0,0.0,0.0,0.0,0.0,22556.0,0.434011275519
6110,19.0,31615.0,80066.0,48451.0,1454.78947368,254.0,212.0,466.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5424.0,0.0,0.0,0.0,0.0,1.0,370.0,2.0,682.0,2.0,361.0,2.0,750.0,1.0,1628.0,1.0,840.0,3.0,608.0,0.0,0.0,1.0,624.0,1.0,357.0,1.0,88.0,1.0,246.0,1.0,406.0,0.0,0.0,0.0,0.0,1.0,861.0,1.0,1860.0,1.0,3705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,2.0,7064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20810.0,0.429506098945
6162,11.0,29356.0,81669.0,52313.0,1647.81818182,33.0,12.0,45.0,5.0,1.0,49.0,0.0,0.0,0.0,0.0,1.0,3754.0,3.0,6287.0,0.0,0.0,1.0,236.0,1.0,416.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,725.0,2.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1014.0,1.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1623.0,0.0,0.0,34187.0,0.653508688089
6286,11.0,29090.0,80593.0,51503.0,1593.63636364,16.0,17.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,516.0,1.0,626.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,321.0,0.0,0.0,0.0,0.0,1.0,971.0,0.0,0.0,0.0,0.0,2.0,4383.0,0.0,0.0,0.0,0.0,1.0,4180.0,0.0,0.0,0.0,0.0,1.0,3650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2228.0,1.0,41.0,33973.0,0.659631477778
6534,19.0,31615.0,80067.0,48452.0,1455.42105263,702.0,717.0,1419.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5428.0,0.0,0.0,0.0,0.0,1.0,370.0,2.0,685.0,2.0,360.0,2.0,752.0,1.0,1628.0,1.0,841.0,3.0,607.0,0.0,0.0,1.0,622.0,1.0,357.0,1.0,89.0,1.0,246.0,1.0,407.0,0.0,0.0,0.0,0.0,1.0,863.0,1.0,1861.0,1.0,3707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,2.0,7067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20799.0,0.429270205564
6936,13.0,29118.0,81843.0,52725.0,2121.46153846,748.0,689.0,1437.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3529.0,3.0,7762.0,0.0,0.0,0.0,0.0,1.0,501.0,0.0,0.0,0.0,0.0,2.0,2973.0,2.0,1648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0,1.0,200.0,0.0,0.0,0.0,0.0,1.0,532.0,1.0,149.0,0.0,0.0,1.0,3717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,273.0,0.0,0.0,1.0,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,25146.0,0.47692745377
7339,18.0,29430.0,72733.0,43303.0,1563.77777778,313.0,376.0,689.0,245.0,2.0,76.0,0.0,0.0,1.0,250.0,2.0,6659.0,1.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,1.0,1647.0,0.0,0.0,2.0,705.0,1.0,115.0,2.0,329.0,3.0,1154.0,0.0,0.0,1.0,605.0,0.0,0.0,0.0,0.0,2.0,4899.0,0.0,0.0,1.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6781.0,0.0,0.0,0.0,0.0,1.0,435.0,0.0,0.0,1.0,251.0,0.0,0.0,1.0,306.0,0.0,0.0,1.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,15155.0,0.349975752257
7613,15.0,30856.0,80746.0,49890.0,1614.8,263.0,135.0,398.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10849.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,621.0,1.0,173.0,1.0,535.0,1.0,958.0,1.0,802.0,2.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257.0,1.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2293.0,1.0,3844.0,0.0,0.0,1.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1869.0,1.0,73.0,25668.0,0.514491882141
7639,14.0,30947.0,81655.0,50708.0,2521.92857143,82.0,89.0,171.0,11.0,0.0,0.0,1.0,1557.0,0.0,0.0,0.0,0.0,2.0,4053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2907.0,0.0,0.0,3.0,600.0,1.0,1844.0,0.0,0.0,1.0,366.0,1.0,121.0,1.0,262.0,0.0,0.0,0.0,0.0,1.0,2286.0,0.0,0.0,2.0,3372.0,6.0,16537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,15401.0,0.303719334227
8129,23.0,31497.0,80622.0,49125.0,1302.30434783,505.0,584.0,1089.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6040.0,1.0,428.0,0.0,0.0,0.0,0.0,3.0,655.0,0.0,0.0,2.0,4258.0,0.0,0.0,3.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,1.0,152.0,1.0,318.0,0.0,0.0,1.0,592.0,1.0,752.0,1.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3263.0,0.0,0.0,0.0,0.0,1.0,3295.0,0.0,0.0,2.0,699.0,2.0,1011.0,1.0,301.0,1.0,288.0,1.0,315.0,2.0,719.0,3.0,644.0,1.0,1951.0,1.0,251.0,1.0,2384.0,0.0,0.0,19172.0,0.390269720102
8385,18.0,29338.0,80177.0,50839.0,1671.44444444,322.0,239.0,561.0,177.0,0.0,0.0,1.0,2276.0,1.0,349.0,0.0,0.0,3.0,9686.0,0.0,0.0,0.0,0.0,1.0,293.0,3.0,528.0,1.0,536.0,1.0,1667.0,2.0,1641.0,2.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,325.0,3.0,634.0,0.0,0.0,1.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,440.0,2.0,3812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1138.0,2.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,20753.0,0.408210232302
8672,12.0,31354.0,73783.0,42429.0,2156.83333333,63.0,78.0,141.0,11.0,1.0,42.0,0.0,0.0,0.0,0.0,1.0,3071.0,4.0,11404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,461.0,2.0,453.0,0.0,0.0,0.0,0.0,1.0,421.0,1.0,106.0,5.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4527.0,0.0,0.0,1.0,324.0,1.0,3691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16547.0,0.389992693676
8764,11.0,29667.0,78071.0,48404.0,2641.90909091,795.0,969.0,1764.0,142.0,0.0,0.0,1.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.0,0.0,0.0,1.0,233.0,0.0,0.0,0.0,0.0,1.0,443.0,1.0,337.0,0.0,0.0,0.0,0.0,2.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,482.0,0.0,0.0,3.0,10805.0,0.0,0.0,0.0,0.0,1.0,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6241.0,0.0,0.0,2.0,3432.0,0.0,0.0,19343.0,0.399615734237
9103,9.0,32276.0,72463.0,40187.0,2001.0,319.0,296.0,615.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3644.0,2.0,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1079.0,0.0,0.0,2.0,4476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22178.0,0.551870007714
9591,16.0,32932.0,84924.0,51992.0,1925.5625,341.0,374.0,715.0,35.0,0.0,0.0,0.0,0.0,1.0,267.0,2.0,7192.0,0.0,0.0,1.0,535.0,0.0,0.0,1.0,646.0,0.0,0.0,1.0,747.0,1.0,817.0,0.0,0.0,1.0,443.0,0.0,0.0,0.0,0.0,1.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,807.0,1.0,2004.0,1.0,3899.0,1.0,1007.0,0.0,0.0,1.0,3730.0,1.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1752.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5707.0,0.0,0.0,0.0,0.0,0.0,0.0,21183.0,0.407428065856
9924,12.0,29885.0,73765.0,43880.0,1271.16666667,70.0,56.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6524.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.0,0.0,0.0,1.0,281.0,1.0,590.0,0.0,0.0,1.0,1979.0,1.0,587.0,0.0,0.0,2.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2716.0,1.0,241.0,0.0,0.0,1.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28626.0,0.652370100273
10371,11.0,29085.0,72623.0,43538.0,1937.90909091,43.0,39.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,835.0,0.0,0.0,3.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1237.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5015.0,0.0,0.0,0.0,0.0,1.0,3660.0,0.0,0.0,0.0,0.0,1.0,460.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,0.0,0.0,0.0,3.0,8830.0,1.0,266.0,0.0,0.0,0.0,0.0,22221.0,0.510381735495
11053,15.0,29904.0,80773.0,50869.0,1848.93333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7488.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1131.0,0.0,0.0,0.0,0.0,1.0,107.0,2.0,432.0,0.0,0.0,1.0,1063.0,1.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4286.0,0.0,0.0,0.0,0.0,2.0,6534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.0,0.0,0.0,1.0,353.0,1.0,163.0,1.0,2895.0,0.0,0.0,1.0,1331.0,1.0,46.0,23135.0,0.454795651576
