Timestamp,count,num
2014/6/6 10:32,366,150
2014/6/6 10:33,977,151
2014/6/6 10:34,640,152
2014/6/6 10:35,682,153
2014/6/6 10:36,1115,154
2014/6/6 10:37,1147,155
2014/6/6 10:38,1163,156
2014/6/6 10:39,1076,157
2014/6/6 10:40,1239,158
2014/6/6 10:41,458,159
2014/6/6 10:42,257,160
2014/6/6 10:43,851,161
2014/6/6 10:44,1110,162
2014/6/6 10:45,863,163
2014/6/6 10:46,722,164
2014/6/6 10:47,537,165
2014/6/6 10:48,698,166
2014/6/6 10:49,637,167
2014/6/6 10:50,551,168
2014/6/6 10:51,847,169
2014/6/6 10:52,809,170
2014/6/6 10:53,872,171
2014/6/6 10:54,686,172
2014/6/6 10:55,1041,173
2014/6/6 10:56,856,174
2014/6/6 10:57,697,175
2014/6/6 10:58,581,176
2014/6/6 10:59,666,177
2014/6/6 11:00,2752,178
2014/6/6 11:01,1773,179
2014/6/6 11:02,1142,180
2014/6/6 11:03,1036,181
2014/6/6 11:04,949,182
2014/6/6 11:05,1153,183
2014/6/6 11:06,1255,184
2014/6/6 11:07,939,185
2014/6/6 11:08,706,186
2014/6/6 11:09,585,187
2014/6/6 11:10,840,188
2014/6/6 11:11,943,189
2014/6/6 11:12,1602,190
2014/6/6 11:13,1046,191
2014/6/6 11:14,1359,192
2014/6/6 11:15,1608,193
2014/6/6 11:16,1357,194
2014/6/6 11:17,666,195
2014/6/6 11:18,839,196
2014/6/6 11:19,762,197
2014/6/6 11:20,865,198
2014/6/6 11:21,659,199
2014/6/6 11:22,1107,200
2014/6/6 11:23,1056,201
2014/6/6 11:24,1288,202
2014/6/6 11:25,1141,203
2014/6/6 11:26,1229,204
2014/6/6 11:27,1183,205
2014/6/6 11:28,1100,206
2014/6/6 11:29,794,207
2014/6/6 11:30,973,208
2014/6/6 11:31,1471,209
2014/6/6 11:32,1065,210
2014/6/6 11:33,618,211
2014/6/6 11:34,987,212
2014/6/6 11:35,1207,213
2014/6/6 11:36,1303,214
2014/6/6 11:37,1250,215
2014/6/6 11:38,1056,216
2014/6/6 11:39,781,217
2014/6/6 11:40,1478,218
2014/6/6 11:41,1075,219
2014/6/6 11:42,647,220
2014/6/6 11:43,935,221
2014/6/6 11:44,957,222
2014/6/6 11:45,1335,223
2014/6/6 11:46,1676,224
2014/6/6 11:47,1155,225
2014/6/6 11:48,1056,226
2014/6/6 11:49,1281,227
2014/6/6 11:50,1135,228
2014/6/6 11:51,1566,229
2014/6/6 11:52,1252,230
2014/6/6 11:53,1196,231
2014/6/6 11:54,1319,232
2014/6/6 11:55,1105,233
2014/6/6 11:56,1182,234
2014/6/6 11:57,929,235
2014/6/6 11:58,706,236
2014/6/6 11:59,1147,237
2014/6/6 12:00,2611,238
2014/6/6 12:01,1191,239
2014/6/6 12:02,1115,240
2014/6/6 12:03,883,241
2014/6/6 12:04,1321,242
2014/6/6 12:05,2158,243
2014/6/6 12:06,1198,244
2014/6/6 12:07,1145,245
2014/6/6 12:08,990,246
2014/6/6 12:09,1164,247
2014/6/6 12:10,1518,248
2014/6/6 12:11,1227,249
2014/6/6 12:12,1120,250
2014/6/6 12:13,783,251
2014/6/6 12:14,775,252
2014/6/6 12:15,1394,253
2014/6/6 12:16,854,254
2014/6/6 12:17,1114,255
2014/6/6 12:18,1058,256
2014/6/6 12:19,1637,257
2014/6/6 12:20,2080,258
2014/6/6 12:21,1855,259
2014/6/6 12:22,1389,260
2014/6/6 12:23,1927,261
2014/6/6 12:24,1249,262
2014/6/6 12:25,2057,263
2014/6/6 12:26,1246,264
2014/6/6 12:27,1262,265
2014/6/6 12:28,1550,266
2014/6/6 12:29,1336,267
2014/6/6 12:30,2062,268
2014/6/6 12:31,1376,269
2014/6/6 12:32,1253,270
2014/6/6 12:33,1210,271
2014/6/6 12:34,1416,272
2014/6/6 12:35,2062,273
2014/6/6 12:36,1745,274
2014/6/6 12:37,1421,275
2014/6/6 12:38,1260,276
2014/6/6 12:39,979,277
2014/6/6 12:40,1914,278
2014/6/6 12:41,2346,279
2014/6/6 12:42,855,280
2014/6/6 12:43,1386,281
2014/6/6 12:44,850,282
2014/6/6 12:45,1952,283
2014/6/6 12:46,1574,284
2014/6/6 12:47,1680,285
2014/6/6 12:48,1874,286
2014/6/6 12:49,1311,287
2014/6/6 12:50,2119,288
2014/6/6 12:51,1157,289
2014/6/6 12:52,1436,290
2014/6/6 12:53,1487,291
2014/6/6 12:54,1189,292
2014/6/6 12:55,1693,293
2014/6/6 12:56,1282,294
2014/6/6 12:57,1839,295
2014/6/6 12:58,1233,296
2014/6/6 12:59,1086,297
2014/6/6 13:00,1805,298
2014/6/6 13:01,1147,299
2014/6/6 13:02,1147,300
2014/6/6 13:03,1331,301
2014/6/6 13:04,521,302
2014/6/6 13:05,790,303
2014/6/6 13:06,1070,304
2014/6/6 13:07,1191,305
2014/6/6 13:08,987,306
2014/6/6 13:09,1334,307
2014/6/6 13:10,1026,308
2014/6/6 13:11,721,309
2014/6/6 13:12,1004,310
2014/6/6 13:13,637,311
2014/6/6 13:14,941,312
2014/6/6 13:15,1324,313
2014/6/6 13:16,1187,314
2014/6/6 13:17,1046,315
2014/6/6 13:18,1535,316
2014/6/6 13:19,1225,317
2014/6/6 13:20,901,318
2014/6/6 13:21,975,319
2014/6/6 13:22,909,320
2014/6/6 13:23,1312,321
2014/6/6 13:24,1776,322
2014/6/6 13:25,1493,323
2014/6/6 13:26,1381,324
2014/6/6 13:27,975,325
2014/6/6 13:28,904,326
2014/6/6 13:29,1337,327
2014/6/6 13:30,1351,328
2014/6/6 13:31,1135,329
2014/6/6 13:32,1201,330
2014/6/6 13:33,1189,331
2014/6/6 13:34,1265,332
2014/6/6 13:35,900,333
2014/6/6 13:36,919,334
2014/6/6 13:37,1299,335
2014/6/6 13:38,1275,336
2014/6/6 13:39,1404,337
2014/6/6 13:40,1192,338
2014/6/6 13:41,1440,339
2014/6/6 13:42,1024,340
2014/6/6 13:43,1101,341
2014/6/6 13:44,1232,342
2014/6/6 13:45,1476,343
2014/6/6 13:46,1378,344
2014/6/6 13:47,1217,345
2014/6/6 13:48,1542,346
2014/6/6 13:49,999,347
2014/6/6 13:50,1234,348
2014/6/6 13:51,1130,349
2014/6/6 13:52,1079,350
2014/6/6 13:53,829,351
2014/6/6 13:54,1298,352
2014/6/6 13:55,1101,353
2014/6/6 13:56,841,354
2014/6/6 13:57,1549,355
2014/6/6 13:58,1277,356
2014/6/6 13:59,1317,357
2014/6/6 14:00,2552,358
2014/6/6 14:01,1187,359
2014/6/6 14:02,1530,360
2014/6/6 14:03,1443,361
2014/6/6 14:04,1169,362
2014/6/6 14:05,1780,363
2014/6/6 14:06,1303,364
2014/6/6 14:07,1171,365
2014/6/6 14:08,1857,366
2014/6/6 14:09,1622,367
2014/6/6 14:10,2206,368
2014/6/6 14:11,1494,369
2014/6/6 14:12,1652,370
2014/6/6 14:13,1516,371
2014/6/6 14:14,983,372
2014/6/6 14:15,1665,373
2014/6/6 14:16,1179,374
2014/6/6 14:17,1423,375
2014/6/6 14:18,1233,376
2014/6/6 14:19,1561,377
2014/6/6 14:20,2797,378
2014/6/6 14:21,1931,379
2014/6/6 14:22,1386,380
2014/6/6 14:23,1309,381
2014/6/6 14:24,1269,382
2014/6/6 14:25,1788,383
2014/6/6 14:26,1844,384
2014/6/6 14:27,1388,385
2014/6/6 14:28,1396,386
2014/6/6 14:29,2000,387
2014/6/6 14:30,2219,388
2014/6/6 14:31,1024,389
2014/6/6 14:32,1727,390
2014/6/6 14:33,1224,391
2014/6/6 14:34,844,392
2014/6/6 14:35,1435,393
2014/6/6 14:36,1388,394
2014/6/6 14:37,1016,395
2014/6/6 14:38,848,396
2014/6/6 14:39,947,397
2014/6/6 14:40,1816,398
2014/6/6 14:41,1607,399
2014/6/6 14:42,1319,400
2014/6/6 14:43,966,401
2014/6/6 14:44,1460,402
2014/6/6 14:45,1701,403
2014/6/6 14:46,1174,404
2014/6/6 14:47,1213,405
2014/6/6 14:48,1359,406
2014/6/6 14:49,1461,407
2014/6/6 14:50,2289,408
2014/6/6 14:51,1355,409
2014/6/6 14:52,737,410
2014/6/6 14:53,1082,411
2014/6/6 14:54,919,412
2014/6/6 14:55,1520,413
2014/6/6 14:56,1115,414
2014/6/6 14:57,925,415
2014/6/6 14:58,1121,416
2014/6/6 14:59,776,417
2014/6/6 15:00,915,418
2014/6/6 15:01,1140,419
2014/6/6 15:02,826,420
2014/6/6 15:03,783,421
2014/6/6 15:04,644,422
2014/6/6 15:05,521,423
2014/6/6 15:06,925,424
2014/6/6 15:07,931,425
2014/6/6 15:08,764,426
2014/6/6 15:09,772,427
2014/6/6 15:10,838,428
2014/6/6 15:11,681,429
2014/6/6 15:12,819,430
2014/6/6 15:13,1056,431
2014/6/6 15:14,1012,432
2014/6/6 15:15,1146,433
2014/6/6 15:16,1352,434
2014/6/6 15:17,1055,435
2014/6/6 15:18,815,436
2014/6/6 15:19,796,437
2014/6/6 15:20,678,438
2014/6/6 15:21,1160,439
2014/6/6 15:22,973,440
2014/6/6 15:23,918,441
2014/6/6 15:24,857,442
2014/6/6 15:25,630,443
2014/6/6 15:26,625,444
2014/6/6 15:27,866,445
2014/6/6 15:28,646,446
2014/6/6 15:29,495,447
2014/6/6 15:30,800,448
2014/6/6 15:31,1229,449
2014/6/6 15:32,1065,450
2014/6/6 15:33,1126,451
2014/6/6 15:34,932,452
2014/6/6 15:35,947,453
2014/6/6 15:36,967,454
2014/6/6 15:37,859,455
2014/6/6 15:38,720,456
2014/6/6 15:39,756,457
2014/6/6 15:40,986,458
2014/6/6 15:41,531,459
2014/6/6 15:42,654,460
2014/6/6 15:43,886,461
2014/6/6 15:44,789,462
2014/6/6 15:45,943,463
2014/6/6 15:46,610,464
2014/6/6 15:47,610,465
2014/6/6 15:48,785,466
2014/6/6 15:49,388,467
2014/6/6 15:50,435,468
2014/6/6 15:51,735,469
2014/6/6 15:52,934,470
2014/6/6 15:53,1314,471
2014/6/6 15:54,1159,472
2014/6/6 15:55,1078,473
2014/6/6 15:56,1053,474
2014/6/6 15:57,547,475
2014/6/6 15:58,706,476
2014/6/6 15:59,783,477
2014/6/6 16:00,3663,478
2014/6/6 16:01,1966,479
2014/6/6 16:02,1388,480
2014/6/6 16:03,1379,481
2014/6/6 16:04,1319,482
2014/6/6 16:05,2040,483
2014/6/6 16:06,1496,484
2014/6/6 16:07,1657,485
2014/6/6 16:08,1362,486
2014/6/6 16:09,1220,487
2014/6/6 16:10,2278,488
2014/6/6 16:11,2536,489
2014/6/6 16:12,2044,490
2014/6/6 16:13,1606,491
2014/6/6 16:14,1273,492
2014/6/6 16:15,1668,493
2014/6/6 16:16,786,494
2014/6/6 16:17,1091,495
2014/6/6 16:18,917,496
2014/6/6 16:19,1479,497
2014/6/6 16:20,1639,498
2014/6/6 16:21,893,499
2014/6/6 16:22,1439,500
2014/6/6 16:23,793,501
2014/6/6 16:24,1223,502
2014/6/6 16:25,2088,503
2014/6/6 16:26,1601,504
2014/6/6 16:27,1556,505
2014/6/6 16:28,1349,506
2014/6/6 16:29,1327,507
2014/6/6 16:30,2206,508
2014/6/6 16:31,1452,509
2014/6/6 16:32,1317,510
2014/6/6 16:33,1334,511
2014/6/6 16:34,1603,512
2014/6/6 16:35,1997,513
2014/6/6 16:36,1431,514
2014/6/6 16:37,1705,515
2014/6/6 16:38,986,516
2014/6/6 16:39,805,517
2014/6/6 16:40,2361,518
2014/6/6 16:41,1228,519
2014/6/6 16:42,1354,520
2014/6/6 16:43,1448,521
2014/6/6 16:44,1255,522
2014/6/6 16:45,1913,523
2014/6/6 16:46,1238,524
2014/6/6 16:47,1773,525
2014/6/6 16:48,1639,526
2014/6/6 16:49,1330,527
2014/6/6 16:50,1843,528
2014/6/6 16:51,1477,529
2014/6/6 16:52,1421,530
2014/6/6 16:53,1466,531
2014/6/6 16:54,1463,532
2014/6/6 16:55,1787,533
2014/6/6 16:56,1143,534
2014/6/6 16:57,1553,535
2014/6/6 16:58,1107,536
2014/6/6 16:59,1259,537
2014/6/6 17:00,1697,538
2014/6/6 17:01,1199,539
2014/6/6 17:02,1439,540
2014/6/6 17:03,1702,541
2014/6/6 17:04,1464,542
2014/6/6 17:05,1128,543
2014/6/6 17:06,1080,544
2014/6/6 17:07,1343,545
2014/6/6 17:08,1682,546
2014/6/6 17:09,1835,547
2014/6/6 17:10,1411,548
2014/6/6 17:11,1126,549
2014/6/6 17:12,1398,550
2014/6/6 17:13,1672,551
2014/6/6 17:14,1146,552
2014/6/6 17:15,1753,553
2014/6/6 17:16,1122,554
2014/6/6 17:17,1147,555
2014/6/6 17:18,806,556
2014/6/6 17:19,986,557
2014/6/6 17:20,1303,558
2014/6/6 17:21,1750,559
2014/6/6 17:22,1346,560
2014/6/6 17:23,1040,561
2014/6/6 17:24,855,562
2014/6/6 17:25,914,563
2014/6/6 17:26,1317,564
2014/6/6 17:27,908,565
2014/6/6 17:28,1104,566
2014/6/6 17:29,1343,567
2014/6/6 17:30,1341,568
2014/6/6 17:31,1057,569
2014/6/6 17:32,980,570
2014/6/6 17:33,996,571
2014/6/6 17:34,1596,572
2014/6/6 17:35,1126,573
2014/6/6 17:36,1556,574
2014/6/6 17:37,1350,575
2014/6/6 17:38,1396,576
2014/6/6 17:39,854,577
2014/6/6 17:40,1249,578
2014/6/6 17:41,1050,579
2014/6/6 17:42,835,580
2014/6/6 17:43,1341,581
2014/6/6 17:44,1589,582
2014/6/6 17:45,1445,583
2014/6/6 17:46,1038,584
2014/6/6 17:47,1063,585
2014/6/6 17:48,967,586
2014/6/6 17:49,2155,587
2014/6/6 17:50,1665,588
2014/6/6 17:51,545,589
2014/6/6 17:52,1190,590
2014/6/6 17:53,1500,591
2014/6/6 17:54,856,592
2014/6/6 17:55,1461,593
2014/6/6 17:56,1412,594
2014/6/6 17:57,1461,595
2014/6/6 17:58,1559,596
2014/6/6 17:59,1357,597
2014/6/6 18:00,2641,598
2014/6/6 18:01,1075,599
2014/6/6 18:02,1063,600
2014/6/6 18:03,890,601
2014/6/6 18:04,833,602
2014/6/6 18:05,1579,603
2014/6/6 18:06,1570,604
2014/6/6 18:07,1009,605
2014/6/6 18:08,1150,606
2014/6/6 18:09,1302,607
2014/6/6 18:10,1905,608
2014/6/6 18:11,1624,609
2014/6/6 18:12,1365,610
2014/6/6 18:13,811,611
2014/6/6 18:14,1059,612
2014/6/6 18:15,2324,613
2014/6/6 18:16,1602,614
2014/6/6 18:17,1590,615
2014/6/6 18:18,1318,616
2014/6/6 18:19,1392,617
2014/6/6 18:20,2322,618
2014/6/6 18:21,1460,619
2014/6/6 18:22,1190,620
2014/6/6 18:23,1088,621
2014/6/6 18:24,1298,622
2014/6/6 18:25,2362,623
2014/6/6 18:26,1700,624
2014/6/6 18:27,1308,625
2014/6/6 18:28,1660,626
2014/6/6 18:29,2016,627
2014/6/6 18:30,2275,628
2014/6/6 18:31,1524,629
2014/6/6 18:32,1538,630
2014/6/6 18:33,1746,631
2014/6/6 18:34,1395,632
2014/6/6 18:35,2220,633
2014/6/6 18:36,866,634
2014/6/6 18:37,995,635
2014/6/6 18:38,1369,636
2014/6/6 18:39,1294,637
2014/6/6 18:40,1867,638
2014/6/6 18:41,1050,639
2014/6/6 18:42,1048,640
2014/6/6 18:43,1516,641
2014/6/6 18:44,1620,642
2014/6/6 18:45,2092,643
2014/6/6 18:46,1197,644
2014/6/6 18:47,1049,645
2014/6/6 18:48,1297,646
2014/6/6 18:49,1126,647
2014/6/6 18:50,1830,648
2014/6/6 18:51,1875,649
2014/6/6 18:52,1979,650
2014/6/6 18:53,1890,651
2014/6/6 18:54,1285,652
2014/6/6 18:55,1697,653
2014/6/6 18:56,1649,654
2014/6/6 18:57,1971,655
2014/6/6 18:58,1225,656
2014/6/6 18:59,1633,657
2014/6/6 19:00,1869,658
2014/6/6 19:01,1017,659
2014/6/6 19:02,1274,660
2014/6/6 19:03,1282,661
2014/6/6 19:04,1036,662
2014/6/6 19:05,951,663
2014/6/6 19:06,1413,664
2014/6/6 19:07,1433,665
2014/6/6 19:08,1045,666
2014/6/6 19:09,911,667
2014/6/6 19:10,1081,668
2014/6/6 19:11,672,669
2014/6/6 19:12,1268,670
2014/6/6 19:13,760,671
2014/6/6 19:14,1041,672
2014/6/6 19:15,794,673
2014/6/6 19:16,1146,674
2014/6/6 19:17,1038,675
2014/6/6 19:18,1032,676
2014/6/6 19:19,1374,677
2014/6/6 19:20,1334,678
2014/6/6 19:21,1558,679
2014/6/6 19:22,1575,680
2014/6/6 19:23,1743,681
2014/6/6 19:24,1595,682
2014/6/6 19:25,1146,683
2014/6/6 19:26,841,684
2014/6/6 19:27,1105,685
2014/6/6 19:28,1714,686
2014/6/6 19:29,1529,687
2014/6/6 19:30,1237,688
2014/6/6 19:31,1026,689
2014/6/6 19:32,1512,690
2014/6/6 19:33,1157,691
2014/6/6 19:34,1251,692
2014/6/6 19:35,1283,693
2014/6/6 19:36,1108,694
2014/6/6 19:37,1354,695
2014/6/6 19:38,1462,696
2014/6/6 19:39,1748,697
2014/6/6 19:40,977,698
2014/6/6 19:41,2173,699
2014/6/6 19:42,1918,700
2014/6/6 19:43,2002,701
2014/6/6 19:44,1275,702
2014/6/6 19:45,939,703
2014/6/6 19:46,1276,704
2014/6/6 19:47,1137,705
2014/6/6 19:48,948,706
2014/6/6 19:49,1097,707
2014/6/6 19:50,1215,708
2014/6/6 19:51,1312,709
2014/6/6 19:52,1495,710
2014/6/6 19:53,1378,711
2014/6/6 19:54,1538,712
2014/6/6 19:55,1458,713
2014/6/6 19:56,1472,714
2014/6/6 19:57,1334,715
2014/6/6 19:58,1067,716
2014/6/6 19:59,1458,717
2014/6/6 20:00,2066,718
2014/6/6 20:01,1285,719
2014/6/6 20:02,1248,720
2014/6/6 20:03,1006,721
2014/6/6 20:04,718,722
2014/6/6 20:05,2003,723
2014/6/6 20:06,1249,724
2014/6/6 20:07,1417,725
2014/6/6 20:08,1655,726
2014/6/6 20:09,1808,727
2014/6/6 20:10,2309,728
2014/6/6 20:11,1589,729
2014/6/6 20:12,1471,730
2014/6/6 20:13,1283,731
2014/6/6 20:14,1424,732
2014/6/6 20:15,2044,733
2014/6/6 20:16,1524,734
2014/6/6 20:17,1370,735
2014/6/6 20:18,1787,736
2014/6/6 20:19,1272,737
2014/6/6 20:20,1619,738
2014/6/6 20:21,999,739
2014/6/6 20:22,1032,740
2014/6/6 20:23,799,741
2014/6/6 20:24,726,742
2014/6/6 20:25,2048,743
2014/6/6 20:26,1726,744
2014/6/6 20:27,1034,745
2014/6/6 20:28,635,746
2014/6/6 20:29,901,747
2014/6/6 20:30,2036,748
2014/6/6 20:31,1052,749
2014/6/6 20:32,1350,750
2014/6/6 20:33,1522,751
2014/6/6 20:34,1240,752
2014/6/6 20:35,1213,753
2014/6/6 20:36,737,754
2014/6/6 20:37,1105,755
2014/6/6 20:38,1039,756
2014/6/6 20:39,1181,757
2014/6/6 20:40,1592,758
2014/6/6 20:41,1037,759
2014/6/6 20:42,1353,760
2014/6/6 20:43,1377,761
2014/6/6 20:44,919,762
2014/6/6 20:45,1283,763
2014/6/6 20:46,1333,764
2014/6/6 20:47,1314,765
2014/6/6 20:48,848,766
2014/6/6 20:49,532,767
2014/6/6 20:50,1119,768
2014/6/6 20:51,883,769
2014/6/6 20:52,1378,770
2014/6/6 20:53,828,771
2014/6/6 20:54,921,772
2014/6/6 20:55,1652,773
2014/6/6 20:56,853,774
2014/6/6 20:57,906,775
2014/6/6 20:58,704,776
2014/6/6 20:59,587,777
2014/6/6 21:00,774,778
2014/6/6 21:01,829,779
2014/6/6 21:02,507,780
2014/6/6 21:03,605,781
2014/6/6 21:04,500,782
2014/6/6 21:05,602,783
2014/6/6 21:06,939,784
2014/6/6 21:07,1032,785
2014/6/6 21:08,686,786
2014/6/6 21:09,642,787
2014/6/6 21:10,469,788
2014/6/6 21:11,598,789
2014/6/6 21:12,692,790
2014/6/6 21:13,948,791
2014/6/6 21:14,935,792
2014/6/6 21:15,928,793
2014/6/6 21:16,702,794
2014/6/6 21:17,696,795
2014/6/6 21:18,577,796
2014/6/6 21:19,551,797
2014/6/6 21:20,714,798
2014/6/6 21:21,633,799
2014/6/6 21:22,730,800
2014/6/6 21:23,519,801
2014/6/6 21:24,339,802
2014/6/6 21:25,394,803
2014/6/6 21:26,606,804
2014/6/6 21:27,592,805
2014/6/6 21:28,1000,806
2014/6/6 21:29,885,807
2014/6/6 21:30,1061,808
2014/6/6 21:31,422,809
2014/6/6 21:32,656,810
2014/6/6 21:33,620,811
2014/6/6 21:34,452,812
2014/6/6 21:35,601,813
2014/6/6 21:36,521,814
2014/6/6 21:37,279,815
2014/6/6 21:38,681,816
2014/6/6 21:39,631,817
2014/6/6 21:40,655,818
2014/6/6 21:41,392,819
2014/6/6 21:42,120,820
2014/6/6 21:43,153,821
2014/6/6 21:44,433,822
2014/6/6 21:45,332,823
2014/6/6 21:46,305,824
2014/6/6 21:47,264,825
2014/6/6 21:48,364,826
2014/6/6 21:49,505,827
2014/6/6 21:50,279,828
2014/6/6 21:51,497,829
2014/6/6 21:52,362,830
2014/6/6 21:53,370,831
2014/6/6 21:54,332,832
2014/6/6 21:55,222,833
2014/6/6 21:56,199,834
2014/6/6 21:57,389,835
2014/6/6 21:58,384,836
2014/6/6 21:59,235,837
2014/6/6 22:00,389,838
2014/6/6 22:01,447,839
2014/6/6 22:02,275,840
2014/6/6 22:03,594,841
2014/6/6 22:04,556,842
2014/6/6 22:05,434,843
2014/6/6 22:06,177,844
2014/6/6 22:07,356,845
2014/6/6 22:08,287,846
2014/6/6 22:09,465,847
2014/6/6 22:10,503,848
2014/6/6 22:11,434,849
2014/6/6 22:12,616,850
2014/6/6 22:13,366,851
2014/6/6 22:14,329,852
2014/6/6 22:15,317,853
2014/6/6 22:16,264,854
2014/6/6 22:17,316,855
2014/6/6 22:18,515,856
2014/6/6 22:19,188,857
2014/6/6 22:20,250,858
2014/6/6 22:21,484,859
2014/6/6 22:22,210,860
2014/6/6 22:23,317,861
2014/6/6 22:24,250,862
2014/6/6 22:25,80,863
2014/6/6 22:26,178,864
2014/6/6 22:27,44,865
2014/6/6 22:28,268,866
2014/6/6 22:29,134,867
2014/6/6 22:30,237,868
2014/6/6 22:31,288,869
2014/6/6 22:32,347,870
2014/6/6 22:33,471,871
2014/6/6 22:34,212,872
2014/6/6 22:35,118,873
2014/6/6 22:36,187,874
2014/6/6 22:37,319,875
2014/6/6 22:38,249,876
2014/6/6 22:39,281,877
2014/6/6 22:40,203,878
2014/6/6 22:41,117,879
2014/6/6 22:42,119,880
2014/6/6 22:43,17,881
2014/6/6 22:44,53,882
2014/6/6 22:45,121,883
2014/6/6 22:46,76,884
2014/6/6 22:47,57,885
2014/6/6 22:48,53,886
2014/6/6 22:49,87,887
2014/6/6 22:50,14,888
2014/6/6 22:51,98,889
2014/6/6 22:52,116,890
2014/6/6 22:53,111,891
2014/6/6 22:54,162,892
2014/6/6 22:55,202,893
2014/6/6 22:56,39,894
2014/6/6 22:57,148,895
2014/6/6 22:58,97,896
2014/6/6 22:59,8,897
2014/6/6 23:00,233,898
2014/6/6 23:01,204,899
