id,num,inin,outout,stay,average,fromfrom,toto,allall,comm,num67,stay67,num643,stay643,num1649,stay1649,num1666,stay1666,num1743,stay1743,num1767,stay1767,num2354,stay2354,num2659,stay2659,num2715,stay2715,num2866,stay2866,num3233,stay3233,num3468,stay3468,num3890,stay3890,num4237,stay4237,num4356,stay4356,num4378,stay4378,num4524,stay4524,num4711,stay4711,num4887,stay4887,num5057,stay5057,num6037,stay6037,num6399,stay6399,num6737,stay6737,num6944,stay6944,num7379,stay7379,num7384,stay7384,num7622,stay7622,num7688,stay7688,num7837,stay7837,num7848,stay7848,num7987,stay7987,num7989,stay7989,num8177,stay8177,num8280,stay8280,num8388,stay8388,num8586,stay8586,num8644,stay8644,num8748,stay8748,num8763,stay8763,num8781,stay8781,num9281,stay9281,num9977,stay9977,way,wayPercent
8672,15,31315,78449,47134,1324.2,78,106,184,11,1,35,0,0,1,335,2,542,2,899,0,0,1,272,0,0,2,1159,0,0,0,0,0,0,1,220,0,0,0,0,0,0,2,248,6,1389,1,393,0,0,0,0,0,0,0,0,4,2286,0,0,0,0,0,0,0,0,2,797,7,9557,0,0,0,0,0,0,0,0,0,0,0,0,4,1493,1,229,0,0,0,0,0,0,0,0,27271,0.578584461
10019,19,29576,76389,46813,884.6842105,142,211,353,65,0,0,0,0,0,0,2,1010,0,0,1,453,0,0,1,411,0,0,1,369,1,1755,1,700,3,562,1,1683,0,0,3,1036,1,138,4,1084,1,461,0,0,0,0,0,0,0,0,2,1047,0,0,0,0,1,4146,0,0,0,0,1,753,0,0,1,361,0,0,1,375,0,0,0,0,0,0,0,0,0,0,1,299,0,0,1,157,30004,0.640933074
10089,19,29495,73200,43705,1012.157895,382,91,473,55,0,0,0,0,0,0,1,284,1,516,0,0,0,0,1,423,0,0,1,496,1,1058,0,0,1,219,1,919,0,0,1,417,1,94,0,0,1,398,0,0,0,0,0,0,1,1447,0,0,0,0,0,0,0,0,0,0,0,0,3,6347,1,345,0,0,0,0,1,335,0,0,0,0,1,370,2,396,1,2764,0,0,1,2276,1,118,24474,0.559981695
10371,16,28985,74052,45067,879.75,64,57,121,4,0,0,0,0,0,0,1,279,0,0,0,0,1,340,0,0,2,353,1,437,3,4779,1,742,0,0,0,0,1,378,0,0,1,134,0,0,1,288,0,0,0,0,1,41,0,0,1,752,0,0,1,430,1,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,559,1,247,0,0,0,0,1,1350,0,0,30991,0.687665032
10802,10,35877,55752,19875,588.4,0,0,0,0,0,0,0,0,1,295,2,916,1,735,0,0,0,0,0,0,2,347,0,0,1,847,1,769,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,2,1460,0,0,0,0,0,0,0,0,1,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,13991,0.703949686
11053,14,29610,78069,48459,729.0714286,0,0,0,0,0,0,0,0,0,0,0,0,3,1762,0,0,1,259,1,421,1,215,0,0,0,0,0,0,2,461,2,2575,0,0,1,417,1,101,1,179,0,0,0,0,0,0,0,0,0,0,1,513,2,1074,0,0,0,0,0,0,0,0,1,1820,0,0,0,0,0,0,0,0,0,0,0,0,1,242,0,0,0,0,0,0,0,0,1,159,38252,0.789368332
11269,11,29029,81290,52261,576.0909091,16,8,24,2,0,0,0,0,1,340,0,0,1,416,0,0,1,385,0,0,0,0,1,407,0,0,0,0,0,0,0,0,0,0,1,344,2,288,0,0,0,0,0,0,2,1868,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1603,0,0,0,0,0,0,0,0,0,0,1,322,0,0,0,0,0,0,1,307,0,0,0,0,45924,0.878743231
11311,16,28855,81083,52228,718.875,10,6,16,2,0,0,0,0,0,0,0,0,1,407,1,367,0,0,1,290,1,224,0,0,1,2166,0,0,0,0,2,3237,0,0,0,0,3,351,2,377,2,936,0,0,1,1029,1,40,1,752,0,0,1,360,0,0,0,0,1,271,0,0,0,0,1,352,0,0,0,0,0,0,0,0,1,334,0,0,0,0,0,0,0,0,0,0,0,0,40726,0.779773302
11459,11,30619,66280,35661,803.9090909,0,0,0,0,0,0,1,1721,0,0,1,403,1,531,0,0,0,0,0,0,1,314,0,0,2,2087,0,0,0,0,0,0,0,0,1,386,0,0,0,0,1,739,0,0,0,0,1,94,0,0,2,1659,0,0,0,0,0,0,0,0,1,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,425,0,0,0,0,0,0,0,0,0,0,26818,0.752026023
11810,19,34815,83962,49147,1171.473684,256,273,529,32,0,0,1,1373,1,282,1,825,0,0,0,0,0,0,0,0,0,0,0,0,2,2047,0,0,2,710,0,0,0,0,1,441,1,116,1,277,0,0,0,0,0,0,1,62,1,1577,2,1163,0,0,0,0,1,4340,0,0,0,0,1,3448,1,558,1,529,0,0,1,409,0,0,0,0,2,720,0,0,1,3147,1,225,0,0,0,0,26889,0.547113761
13052,20,31731,77289,45558,1083.55,175,299,474,210,2,72,2,3113,1,385,1,538,0,0,1,526,0,0,1,488,1,126,1,564,2,2212,0,0,1,211,1,69,1,392,0,0,0,0,0,0,0,0,0,0,1,1981,0,0,0,0,2,1507,0,0,0,0,0,0,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235,1,255,0,0,2,6553,1,204,1,1945,0,0,23887,0.524320646
13354,13,31384,74589,43205,1318.384615,41,15,56,6,1,46,0,0,1,346,1,168,1,316,0,0,1,296,0,0,0,0,0,0,2,2365,0,0,0,0,3,4391,0,0,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,0,1,752,2,1012,0,0,1,4193,0,0,0,0,1,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,0,0,0,0,0,0,0,0,26066,0.603309802
14835,20,30884,72565,41681,674.75,805,850,1655,132,0,0,0,0,1,343,1,341,1,484,0,0,1,317,1,464,2,479,0,0,3,3142,0,0,1,233,1,1472,0,0,0,0,1,121,1,239,1,477,0,0,0,0,1,91,0,0,2,826,0,0,1,536,0,0,0,0,0,0,0,0,1,423,0,0,1,751,0,0,0,0,0,0,3,964,1,230,0,0,0,0,1,1553,0,0,28186,0.676231376
15466,23,29590,77866,48276,1130.869565,928,1057,1985,181,0,0,1,1226,0,0,6,2129,1,876,2,851,2,727,1,422,0,0,1,333,2,3340,1,734,1,212,0,0,2,1134,0,0,7,716,3,702,1,370,1,1066,2,3321,1,110,1,605,3,2207,0,0,0,0,0,0,0,0,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,322,1,181,2,4059,0,0,0,0,0,0,22266,0.461222968
15712,18,29060,77547,48487,1440.222222,13,7,20,3,0,0,0,0,0,0,3,2170,1,386,0,0,0,0,1,305,0,0,0,0,1,1341,0,0,1,280,0,0,0,0,0,0,2,206,1,235,1,411,0,0,0,0,1,39,1,1912,1,1021,0,0,0,0,1,5152,0,0,0,0,1,2236,0,0,0,0,1,421,0,0,0,0,2,632,1,331,0,0,2,6546,0,0,1,2291,0,0,22563,0.465341225
15715,15,29205,79952,50747,725.2666667,21,16,37,3,0,0,1,2309,1,417,0,0,2,815,1,308,0,0,1,473,1,168,0,0,0,0,0,0,0,0,1,442,0,0,1,269,1,97,0,0,0,0,0,0,0,0,1,110,0,0,1,575,0,0,0,0,1,3970,0,0,0,0,0,0,0,0,1,429,0,0,0,0,1,217,1,271,0,0,0,0,0,0,0,0,0,0,0,0,39868,0.785622795
17612,20,30326,79993,49667,1001.85,133,121,254,92,0,0,1,2165,1,326,3,1338,4,1784,1,290,0,0,1,425,5,894,1,377,2,2619,1,446,3,632,0,0,0,0,3,1083,5,506,6,1420,0,0,0,0,1,2177,1,36,1,1294,3,1759,0,0,0,0,0,0,0,0,0,0,1,149,0,0,0,0,0,0,0,0,0,0,0,0,1,308,0,0,0,0,0,0,0,0,0,0,29630,0.596573177
17914,16,30842,73923,43081,1628.125,53,64,117,9,0,0,2,3829,0,0,2,844,5,1875,0,0,0,0,0,0,1,185,1,614,0,0,1,538,3,678,0,0,0,0,0,0,5,528,2,453,2,902,1,1590,3,5348,1,83,0,0,4,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,418,0,0,2,5631,0,0,0,0,0,0,17031,0.395325085
18121,11,31724,77155,45431,1139.909091,208,242,450,134,0,0,1,1963,0,0,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,468,0,0,0,0,0,0,1,133,1,171,0,0,1,1616,0,0,1,135,0,0,0,0,0,0,0,0,0,0,0,0,1,397,3,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,412,1,2053,0,0,0,0,0,0,32892,0.723999031
18134,20,32207,80411,48204,1300.65,318,198,516,69,0,0,1,1583,0,0,2,954,2,946,0,0,0,0,0,0,1,183,1,502,1,1169,0,0,0,0,1,763,0,0,0,0,1,108,2,398,1,420,0,0,3,4453,1,43,0,0,0,0,0,0,0,0,1,4378,0,0,0,0,1,3439,0,0,0,0,0,0,1,372,1,271,0,0,1,241,2,371,1,3150,0,0,1,2260,0,0,22191,0.460355987
18745,14,30957,77323,46366,931.0714286,0,0,0,0,1,101,0,0,0,0,1,736,1,607,0,0,0,0,1,437,0,0,0,0,1,1007,0,0,1,180,0,0,0,0,0,0,2,286,0,0,1,320,1,1173,1,1950,0,0,0,0,4,1928,0,0,0,0,0,0,0,0,0,0,2,3596,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0,0,0,1,260,0,0,0,0,33331,0.718867273
19162,12,29901,74962,45061,481.0833333,11,12,23,3,1,44,0,0,0,0,0,0,1,240,0,0,1,241,0,0,2,440,0,0,1,2096,0,0,0,0,0,0,0,0,0,0,2,213,1,269,0,0,0,0,0,0,0,0,0,0,1,470,1,367,0,0,0,0,0,0,1,321,0,0,2,761,0,0,0,0,0,0,0,0,0,0,1,302,0,0,0,0,0,0,0,0,0,0,39288,0.871884778
19509,17,30907,76097,45190,753.8235294,13,13,26,3,1,117,1,1994,0,0,0,0,1,651,0,0,0,0,0,0,0,0,0,0,1,1335,0,0,1,239,0,0,0,0,0,0,3,360,1,233,0,0,0,0,0,0,0,0,0,0,2,1159,1,574,1,614,0,0,0,0,0,0,0,0,1,308,1,377,1,602,1,354,0,0,0,0,1,347,0,0,1,3253,1,289,0,0,0,0,32375,0.716419562
19843,11,29495,73014,43519,748.3636364,940,745,1685,127,0,0,0,0,0,0,0,0,1,833,1,402,0,0,0,0,1,230,1,474,0,0,0,0,0,0,1,1118,0,0,0,0,0,0,0,0,1,474,0,0,0,0,0,0,0,0,1,547,0,0,0,0,0,0,0,0,1,453,1,3357,0,0,0,0,0,0,0,0,0,0,1,282,0,0,0,0,0,0,0,0,0,0,1,53,35287,0.810841242
20403,11,30058,77146,47088,1585.454545,0,0,0,0,0,0,0,0,0,0,0,0,1,537,0,0,0,0,0,0,0,0,0,0,5,7234,1,622,2,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,573,1,392,1,4229,0,0,0,0,0,0,1,433,0,0,0,0,0,0,0,0,0,0,2,513,0,0,0,0,0,0,1,2421,1,39,29648,0.62962963
20448,18,29131,81120,51989,596.2222222,91,86,177,6,0,0,0,0,0,0,0,0,1,365,1,488,0,0,0,0,1,202,0,0,2,1404,1,515,2,454,1,1149,0,0,1,261,1,90,1,262,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,1,269,0,0,0,0,0,0,1,334,0,0,1,448,1,212,2,546,0,0,1,217,1,3460,0,0,0,0,0,0,41257,0.793571717
20700,15,31954,74023,42069,1289,0,0,0,0,0,0,1,1940,0,0,1,227,0,0,1,424,0,0,1,370,0,0,0,0,4,5005,0,0,0,0,0,0,0,0,0,0,0,0,1,263,0,0,0,0,0,0,1,49,1,2170,1,562,0,0,0,0,1,4841,0,0,1,380,1,1914,0,0,0,0,0,0,1,257,0,0,2,666,1,258,0,0,0,0,0,0,0,0,0,0,22734,0.540397918
20967,19,29576,76463,46887,914.4736842,1038,970,2008,170,0,0,0,0,0,0,1,871,1,248,0,0,0,0,0,0,1,232,0,0,1,2007,2,1515,1,199,1,939,0,0,0,0,3,355,3,683,0,0,0,0,0,0,0,0,2,3889,0,0,0,0,2,1404,0,0,1,269,0,0,1,2632,1,321,0,0,1,563,0,0,1,229,0,0,2,528,0,0,0,0,1,371,0,0,1,111,29512,0.6294282
20986,17,32111,72369,40258,1528.941176,19,14,33,4,0,0,1,1978,0,0,2,662,1,622,0,0,0,0,1,376,4,2402,0,0,2,1823,0,0,7,1534,0,0,1,366,0,0,2,163,4,869,1,314,0,0,0,0,1,29,0,0,2,914,0,0,0,0,0,0,0,0,0,0,3,9756,0,0,0,0,0,0,0,0,0,0,0,0,5,1698,1,225,1,2252,0,0,0,0,0,0,14266,0.35436435
21665,20,29467,72971,43504,1080.7,773,966,1739,240,1,68,2,4442,1,426,1,329,2,1241,0,0,0,0,1,416,5,939,2,941,0,0,1,564,5,1055,1,1552,2,797,1,431,2,200,1,173,3,1095,0,0,0,0,0,0,2,2649,0,0,0,0,0,0,0,0,0,0,1,495,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3471,0,0,0,0,0,0,21890,0.503172122
24136,21,32799,83965,51166,1040.761905,342,343,685,38,0,0,1,2061,1,263,1,880,3,2050,0,0,1,598,1,551,2,646,1,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,757,0,0,0,0,0,0,1,54,0,0,0,0,2,1880,0,0,1,4279,1,609,1,492,0,0,1,567,1,588,2,1657,1,524,0,0,0,0,1,423,0,0,0,0,1,379,1,1965,0,0,29310,0.57284134
25747,12,29383,78218,48835,1105.083333,0,0,0,0,0,0,0,0,0,0,1,341,1,417,0,0,0,0,0,0,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,270,0,0,0,0,0,0,0,0,1,104,0,0,1,1046,1,720,1,536,0,0,0,0,0,0,2,5980,0,0,0,0,0,0,0,0,0,0,1,357,1,400,0,0,0,0,0,0,2,2885,0,0,35574,0.728452954
25792,14,30140,80501,50361,1094.785714,35,23,58,7,0,0,1,2103,0,0,0,0,1,552,0,0,0,0,0,0,0,0,0,0,2,3223,0,0,0,0,2,2289,1,580,1,309,1,138,2,444,0,0,0,0,0,0,1,45,1,1286,0,0,1,564,1,805,0,0,0,0,0,0,1,2625,0,0,0,0,0,0,0,0,0,0,1,355,0,0,0,0,0,0,0,0,0,0,0,0,35034,0.695657354
25802,19,34815,83962,49147,1170.789474,359,259,618,31,0,0,1,1373,1,283,1,824,0,0,0,0,0,0,0,0,0,0,0,0,2,2046,0,0,2,709,0,0,0,0,1,440,1,115,1,275,0,0,0,0,0,0,1,63,1,1576,2,1162,0,0,0,0,1,4338,0,0,0,0,1,3447,1,558,1,529,0,0,1,407,0,0,0,0,2,720,0,0,1,3146,1,225,0,0,0,0,26902,0.547378273
25883,15,30904,74373,43469,1099.6,464,153,617,55,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,1,542,2,2712,0,0,3,709,2,3323,0,0,1,381,2,258,0,0,0,0,0,0,0,0,0,0,0,0,2,1225,1,700,0,0,1,3262,0,0,0,0,1,757,0,0,0,0,0,0,1,267,0,0,0,0,1,312,0,0,1,1854,0,0,0,0,0,0,26975,0.620557179
26866,20,30904,74496,43592,932.8,561,142,703,55,1,117,0,0,0,0,3,2420,1,316,0,0,1,438,1,405,1,145,1,512,3,2151,1,502,1,249,0,0,0,0,0,0,6,634,2,509,1,289,0,0,0,0,0,0,2,3273,0,0,0,0,0,0,0,0,1,266,0,0,2,4828,0,0,0,0,0,0,0,0,1,274,0,0,1,350,4,695,0,0,1,274,0,0,0,0,24936,0.572031565
27343,13,29749,77503,47754,844.3076923,0,0,0,0,0,0,0,0,0,0,2,1315,0,0,0,0,0,0,0,0,1,184,0,0,1,720,0,0,0,0,0,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,1,50,0,0,3,2061,0,0,0,0,0,0,0,0,1,329,1,2929,1,317,0,0,0,0,0,0,1,368,1,383,0,0,1,183,1,2032,0,0,0,0,0,0,36778,0.77015538
27774,15,30349,80447,50098,1287.266667,0,0,0,0,0,0,2,2944,0,0,0,0,2,1104,0,0,0,0,0,0,1,210,1,397,1,1436,1,783,1,244,0,0,0,0,0,0,1,108,1,156,0,0,0,0,0,0,1,48,0,0,1,412,0,0,0,0,0,0,1,330,0,0,4,10523,0,0,0,0,0,0,1,248,0,0,1,357,0,0,0,0,0,0,0,0,0,0,0,0,30789,0.614575432
31954,18,31473,76336,44863,1013.111111,233,240,473,175,0,0,0,0,0,0,0,0,2,983,0,0,1,252,0,0,0,0,2,1364,0,0,2,1540,2,350,1,1793,0,0,1,435,2,211,1,198,0,0,0,0,0,0,0,0,1,899,3,2173,2,976,0,0,0,0,0,0,0,0,2,3818,0,0,0,0,0,0,0,0,0,0,0,0,1,401,1,217,1,2165,1,375,0,0,2,77,26627,0.593518044
32672,14,35655,83882,48227,1212.642857,447,480,927,45,1,66,0,0,0,0,2,1009,2,1486,0,0,0,0,0,0,3,986,0,0,2,2110,0,0,2,809,0,0,0,0,0,0,0,0,1,286,0,0,0,0,0,0,0,0,0,0,1,884,0,0,0,0,1,4048,0,0,1,338,1,961,0,0,1,487,2,2387,0,0,2,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31250,0.647977274
32993,18,30881,73729,42848,699.6666667,0,0,0,0,1,43,0,0,1,369,2,707,0,0,0,0,0,0,0,0,2,403,0,0,1,761,0,0,1,274,1,1673,1,392,0,0,3,378,0,0,1,450,0,0,1,1629,0,0,2,2899,0,0,0,0,0,0,0,0,1,255,0,0,0,0,1,389,0,0,2,735,1,332,0,0,1,265,2,631,0,0,0,0,0,0,0,0,0,0,30254,0.706077296
33357,15,53101,84395,31294,1016.6,34,37,71,4,0,0,0,0,0,0,1,182,1,595,1,317,0,0,1,269,1,289,0,0,2,4022,0,0,3,707,1,2041,0,0,1,238,0,0,1,226,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3762,0,0,0,0,0,0,0,0,1,267,1,306,0,0,0,0,1,1970,0,0,0,0,0,0,16045,0.512718093
33417,21,31247,78524,47277,917.3809524,908,909,1817,154,0,0,0,0,2,780,1,1070,1,461,0,0,0,0,0,0,2,356,0,0,1,1542,1,761,0,0,1,1118,0,0,1,427,1,103,3,560,0,0,0,0,0,0,1,59,1,1722,2,1180,0,0,0,0,0,0,0,0,1,288,1,3523,2,531,0,0,0,0,0,0,1,324,1,292,1,297,1,254,1,3608,0,0,0,0,0,0,28012,0.592507985
33434,17,29495,72825,43330,936.5882353,1229,865,2094,231,0,0,1,2301,0,0,0,0,1,600,0,0,0,0,0,0,2,358,0,0,1,1712,0,0,1,170,1,494,1,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1492,0,0,0,0,0,0,0,0,2,743,1,972,0,0,1,262,0,0,0,0,1,266,2,854,1,321,0,0,1,2464,0,0,1,2307,1,86,27408,0.632540965
33707,21,32207,80340,48133,664.6666667,1527,1114,2641,92,0,0,0,0,1,402,0,0,1,218,1,299,0,0,0,0,0,0,1,561,1,2033,1,831,0,0,1,494,1,490,0,0,1,122,3,651,1,470,0,0,1,1913,1,131,0,0,1,593,0,0,0,0,0,0,1,400,3,1220,0,0,0,0,1,340,1,742,0,0,0,0,1,277,3,1070,0,0,0,0,2,692,0,0,0,0,34175,0.710011842
35589,21,32799,83964,51165,1040.571429,252,364,616,38,0,0,1,2058,1,263,1,882,3,2048,0,0,1,598,1,551,2,645,1,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,759,0,0,0,0,0,0,1,54,0,0,0,0,2,1881,0,0,1,4277,1,609,1,493,0,0,1,567,1,588,2,1655,1,523,0,0,0,0,1,423,0,0,0,0,1,379,1,1966,0,0,29313,0.57291117
36450,12,31977,73819,41842,1263.833333,729,741,1470,168,0,0,0,0,0,0,2,815,0,0,1,512,1,438,0,0,0,0,1,395,1,1245,0,0,0,0,0,0,0,0,0,0,0,0,3,638,0,0,0,0,0,0,0,0,3,3279,0,0,1,614,0,0,1,4730,0,0,0,0,2,1644,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,26676,0.637541227
36486,10,29467,73089,43622,1193.6,1250,886,2136,148,1,36,0,0,0,0,3,1061,2,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,758,1,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,519,0,0,0,0,0,0,2,4852,0,0,0,0,0,0,1,501,0,0,0,0,0,0,0,0,1,2583,1,314,0,0,0,0,31686,0.726376599
36752,18,31621,81554,49933,971.9444444,0,0,0,0,0,0,1,1973,0,0,1,318,2,817,0,0,0,0,0,0,4,1111,0,0,0,0,0,0,1,223,1,801,0,0,0,0,1,98,1,275,0,0,0,0,0,0,1,221,0,0,1,794,1,367,0,0,1,3778,1,438,0,0,1,3068,0,0,0,0,0,0,0,0,1,225,1,311,2,536,0,0,1,2132,0,0,0,0,0,0,32438,0.649630505
37330,19,31977,74261,42284,900.4736842,548,632,1180,100,0,0,0,0,0,0,0,0,0,0,1,476,0,0,0,0,0,0,0,0,3,3679,0,0,1,246,0,0,0,0,1,233,1,96,1,240,0,0,0,0,1,1552,0,0,0,0,1,559,0,0,1,554,1,4230,1,368,1,403,1,2643,0,0,0,0,0,0,1,316,1,365,0,0,1,242,1,219,0,0,2,573,0,0,1,106,25175,0.595378867
37693,18,30588,75789,45201,1083.777778,65,73,138,4,0,0,0,0,1,334,1,986,3,1125,0,0,0,0,0,0,0,0,1,593,2,2300,0,0,1,194,1,2268,1,504,0,0,1,112,1,197,0,0,0,0,1,2259,1,44,0,0,0,0,0,0,0,0,0,0,1,369,0,0,1,721,1,404,0,0,0,0,0,0,0,0,1,236,1,384,0,0,2,6469,0,0,0,0,0,0,25693,0.568416628
38398,18,29495,72756,43261,862.4444444,667,697,1364,106,0,0,0,0,1,405,1,321,1,418,0,0,0,0,0,0,1,719,0,0,1,755,0,0,1,170,0,0,0,0,0,0,2,190,2,469,0,0,1,1480,0,0,0,0,0,0,0,0,0,0,0,0,1,3566,1,337,0,0,1,166,1,408,2,686,0,0,0,0,0,0,1,368,1,422,0,0,2,4535,0,0,0,0,1,100,27737,0.641154851
